,teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date,winner,team_1_mark,team_2_mark
1546,ROC,H2K,17,10.0,1.0,0.0,10,17.0,1.0,4.0,64251,59759.0,47,29.0,8.0,6.0,1,0,EU,EU,2255,2015-07-11,ROC,1.0,0.0
1547,IG,LMQTC,30,24.0,0.0,0.0,24,30.0,0.0,0.0,64400,52100.0,59,54.0,8.0,3.0,1,0,CN,CN,14233,2013-08-02,IG,1.0,0.0
1548,CW,ROC,3,4.0,1.0,0.0,4,3.0,4.0,1.0,66540,61532.0,6,10.0,7.0,6.0,1,0,DK,EU,2272,2015-07-24,CW,1.0,0.0
1549,G2,GIA,11,1.0,0.0,0.0,1,11.0,2.0,0.0,42755,31239.0,28,4.0,9.0,4.0,1,0,EU,EU,13757,2016-03-12,G2,1.0,0.0
1550,WE,YG,15,3.0,0.0,0.0,4,15.0,0.0,0.0,43200,29200.0,24,4.0,9.0,3.0,1,0,CN,CN,14234,2013-08-02,WE,1.0,0.0
1551,IG,WOA,23,7.0,0.0,0.0,7,23.0,0.0,0.0,58600,39000.0,63,20.0,10.0,3.0,1,0,CN,CN,14175,2013-05-05,IG,1.0,0.0
1552,S04,GMB,15,15.0,1.0,2.0,15,15.0,4.0,4.0,100648,96088.0,44,30.0,11.0,9.0,1,0,EU,RU,2273,2015-07-24,S04,1.0,0.0
1553,WE,Wayi,25,15.0,0.0,0.0,15,25.0,0.0,0.0,78200,62200.0,65,39.0,9.0,3.0,1,0,CN,CN,14178,2013-05-05,WE,1.0,0.0
1554,OG,GIA,17,5.0,1.0,0.0,5,17.0,1.0,2.0,53177,41233.0,33,7.0,10.0,3.0,1,0,EU,EU,2250,2015-07-10,OG,1.0,0.0
1555,H2K,OG,12,17.0,0.0,2.0,17,12.0,1.0,4.0,67173,76341.0,35,43.0,4.0,10.0,0,1,EU,EU,2274,2015-07-24,OG,0.0,1.0
1556,WE,PE,17,6.0,0.0,0.0,6,17.0,0.0,0.0,48100,37600.0,51,17.0,8.0,3.0,1,0,CN,CN,14101,2013-03-23,WE,1.0,0.0
1557,RYL,OMG,5,8.0,0.0,0.0,8,5.0,0.0,0.0,39600,45500.0,7,22.0,3.0,8.0,0,1,CN,CN,14176,2013-05-05,OMG,0.0,1.0
1558,RNG,SS,8,16.0,0.0,0.0,16,8.0,0.0,4.0,53139,63965.0,19,44.0,3.0,7.0,1,1,CN,CN,2473,2015-06-21,draw,0.5,0.5
1559,M17,CGE,14,5.0,1.0,0.0,5,14.0,4.0,0.0,72317,59656.0,35,14.0,9.0,3.0,2,0,HK,TW,13975,2016-03-19,M17,1.0,0.0
1560,H2K,FNC,9,18.0,0.0,2.0,18,9.0,4.0,0.0,55314,67065.0,23,47.0,5.0,10.0,0,1,EU,EU,2253,2015-07-10,FNC,0.0,1.0
1561,GIA,S04,11,6.0,1.0,0.0,6,11.0,0.0,2.0,70811,65242.0,32,9.0,8.0,6.0,1,0,EU,EU,13737,2016-02-20,GIA,1.0,0.0
1562,AFs,SSG,12,20.0,0.0,1.0,20,12.0,4.0,1.0,75332,80161.0,25,58.0,5.0,8.0,0,2,KR,KR,13870,2016-01-16,SSG,0.0,1.0
1563,ROC,UOL,2,10.0,0.0,1.0,10,2.0,1.0,2.0,39349,53060.0,4,34.0,3.0,10.0,0,1,EU,EU,13715,2016-02-05,UOL,0.0,1.0
1564,PE,OMG,5,19.0,0.0,0.0,19,5.0,0.0,0.0,31700,44500.0,13,47.0,2.0,8.0,0,1,CN,CN,14235,2013-08-03,OMG,0.0,1.0
1565,VIT,UOL,16,6.0,1.0,0.0,6,16.0,3.0,0.0,58578,48673.0,52,12.0,10.0,3.0,1,0,EU,EU,13738,2016-02-20,VIT,1.0,0.0
1566,C9,TDK,20,8.0,1.0,0.0,8,20.0,4.0,0.0,66864,54185.0,46,19.0,8.0,3.0,1,0,US,US,2003,2015-06-28,C9,1.0,0.0
1567,LMQTC,RYL,13,19.0,0.0,0.0,19,13.0,0.0,0.0,67400,56700.0,37,61.0,11.0,5.0,1,0,CN,CN,14236,2013-08-03,LMQTC,1.0,0.0
1568,FOX,P1,14,6.0,1.0,0.0,6,14.0,2.0,3.0,66520,53604.0,36,17.0,9.0,2.0,1,0,US,US,13599,2016-01-17,FOX,1.0,0.0
1569,M3,Newbee,25,6.0,1.0,0.0,6,25.0,3.0,1.0,63750,47208.0,58,8.0,11.0,2.0,1,1,CN,CN,2474,2015-06-21,draw,0.5,0.5
1570,ROC,S04,9,13.0,1.0,1.0,13,9.0,2.0,3.0,66556,75132.0,23,33.0,6.0,9.0,0,1,EU,EU,2254,2015-07-10,S04,0.0,1.0
1571,IG,KNG,19,12.0,1.0,2.0,12,19.0,3.0,3.0,76649,68627.0,48,38.0,9.0,7.0,2,0,CN,CN,2476,2015-06-21,IG,1.0,0.0
1572,EP,YG,8,10.0,0.0,0.0,10,8.0,0.0,0.0,32000,39300.0,19,28.0,1.0,11.0,0,1,CN,CN,14237,2013-08-03,YG,0.0,1.0
1573,JAG,CJE,20,11.0,1.0,0.0,11,20.0,3.0,3.0,78626,67938.0,48,21.0,11.0,3.0,2,0,KR,KR,2394,2015-06-17,JAG,1.0,0.0
1574,FOX,DIG,8,16.0,0.0,4.0,16,9.0,2.0,7.0,123793,129102.0,24,42.0,8.0,10.0,1,0,US,US,13666,2016-03-13,FOX,1.0,0.0
1575,S04,UOL,15,9.0,1.0,1.0,9,15.0,4.0,0.0,75946,73392.0,33,28.0,7.0,6.0,1,0,EU,EU,13758,2016-03-12,S04,1.0,0.0
1576,SKT,IMiracle,14,3.0,1.0,0.0,3,14.0,3.0,0.0,54827,38554.0,21,8.0,11.0,0.0,2,0,KR,KR,2396,2015-06-18,SKT,1.0,0.0
1577,GIA,H2K,7,20.0,2.0,1.0,20,7.0,1.0,4.0,83762,87999.0,19,40.0,8.0,9.0,0,1,EU,EU,13748,2016-02-27,H2K,0.0,1.0
1578,ROX,Anarchy,13,6.0,2.0,0.0,6,13.0,4.0,0.0,69453,57111.0,40,15.0,10.0,2.0,2,0,KR,,11051,2015-07-22,ROX,1.0,0.0
1579,WE,IG,21,5.0,0.0,0.0,5,21.0,0.0,0.0,43900,30600.0,40,6.0,8.0,2.0,1,0,CN,CN,14238,2013-08-03,WE,1.0,0.0
1580,FNC,G2,19,23.0,1.0,0.0,23,20.0,1.0,3.0,66316,67663.0,49,66.0,7.0,5.0,1,0,EU,EU,13735,2016-02-19,FNC,1.0,0.0
1581,TPA,XG,13,0.0,1.0,0.0,0,13.0,2.0,1.0,60335,40778.0,30,0.0,11.0,2.0,2,0,TW,TW,13950,2016-02-04,TPA,1.0,0.0
1582,OG,H2K,6,18.0,1.0,1.0,18,6.0,2.0,2.0,69459,76530.0,19,56.0,5.0,10.0,0,1,EU,EU,13739,2016-02-20,H2K,0.0,1.0
1583,IG,LM,33,11.0,0.0,0.0,11,33.0,0.0,0.0,61100,47800.0,81,24.0,9.0,4.0,1,0,CN,CN,14181,2013-05-10,IG,1.0,0.0
1584,KDM,LZ,4,8.0,0.0,2.0,8,4.0,4.0,3.0,87793,100539.0,11,24.0,4.0,9.0,0,2,KR,KR,13893,2016-02-05,LZ,0.0,1.0
1585,YG,RYL,22,11.0,0.0,0.0,11,22.0,0.0,0.0,53800,41300.0,51,21.0,10.0,0.0,1,0,CN,CN,14239,2013-08-04,YG,1.0,0.0
1586,DIG,REN,14,5.0,1.0,1.0,5,14.0,1.0,4.0,87138,79876.0,39,15.0,9.0,6.0,1,0,US,US,13607,2016-01-24,DIG,1.0,0.0
1587,FNC,UOL,11,16.0,0.0,3.0,16,11.0,2.0,3.0,83026,91249.0,30,36.0,5.0,11.0,0,1,EU,EU,13699,2016-01-23,UOL,0.0,1.0
1588,REN,TSM,18,28.0,1.0,2.0,28,18.0,2.0,2.0,72362,81152.0,42,79.0,7.0,10.0,0,1,US,US,13629,2016-02-08,TSM,0.0,1.0
1589,P1,REN,15,23.0,0.0,1.0,23,15.0,1.0,4.0,63139,73011.0,38,74.0,4.0,10.0,0,1,US,US,13672,2016-03-20,REN,0.0,1.0
1590,EP,LMQTC,19,9.0,0.0,0.0,9,19.0,0.0,0.0,63900,49300.0,57,20.0,11.0,4.0,1,0,CN,CN,14240,2013-08-04,EP,1.0,0.0
1591,UOL,SPY,16,3.0,1.0,0.0,4,16.0,0.0,2.0,67614,53440.0,44,10.0,11.0,4.0,1,0,EU,EU,13749,2016-02-27,UOL,1.0,0.0
1592,IG,OMG,17,25.0,0.0,0.0,25,17.0,0.0,0.0,36300,52600.0,40,53.0,1.0,9.0,0,1,CN,CN,14241,2013-08-04,OMG,0.0,1.0
1593,P1,NRG,15,8.0,2.0,0.0,8,15.0,4.0,1.0,72215,58864.0,42,22.0,10.0,3.0,1,0,US,US,13657,2016-02-29,P1,1.0,0.0
1594,SPY,FNC,13,0.0,0.0,0.0,0,13.0,4.0,0.0,64129,50733.0,41,0.0,9.0,4.0,1,0,EU,EU,13740,2016-02-20,SPY,1.0,0.0
1595,C9,CLG,23,22.0,2.0,0.0,22,23.0,3.0,2.0,75554,80376.0,39,59.0,5.0,11.0,0,1,US,US,13658,2016-02-29,CLG,0.0,1.0
1596,SPY,ROC,13,2.0,1.0,0.0,2,13.0,1.0,2.0,67446,56313.0,38,4.0,9.0,3.0,1,0,EU,EU,13700,2016-01-23,SPY,1.0,0.0
1597,TL,TSM,24,4.0,1.0,0.0,4,24.0,3.0,0.0,61484,47115.0,58,10.0,10.0,2.0,1,0,US,US,13659,2016-02-29,TL,1.0,0.0
1598,FNC,VIT,13,16.0,0.0,2.0,16,13.0,5.0,1.0,70799,78025.0,35,59.0,6.0,9.0,0,1,EU,EU,13759,2016-03-12,VIT,0.0,1.0
1599,WE,PE,21,27.0,0.0,0.0,27,21.0,0.0,0.0,62200,72200.0,54,77.0,5.0,9.0,0,1,CN,CN,14242,2013-08-04,PE,0.0,1.0
1600,G2,FNC,12,6.0,0.0,0.0,6,12.0,1.0,1.0,53571,42529.0,26,12.0,11.0,2.0,1,0,EU,EU,13704,2016-01-29,G2,1.0,0.0
1601,REN,DIG,13,17.0,1.0,1.0,19,15.0,2.0,3.0,85517,80954.0,44,40.0,9.0,7.0,1,0,US,US,13660,2016-02-29,REN,1.0,0.0
1602,FNC,ROC,13,8.0,1.0,0.0,8,13.0,5.0,0.0,69321,60441.0,35,22.0,9.0,4.0,1,0,EU,EU,13750,2016-02-27,FNC,1.0,0.0
1603,VIT,H2K,12,13.0,2.0,1.0,13,12.0,5.0,3.0,111738,102186.0,29,35.0,10.0,4.0,1,0,EU,EU,13736,2016-02-19,VIT,1.0,0.0
1604,SKT,LZ,6,7.0,0.0,1.0,7,6.0,1.0,3.0,63768,70621.0,13,14.0,7.0,9.0,0,2,KR,KR,13900,2016-02-18,LZ,0.0,1.0
1605,ROC,G2,2,14.0,0.0,1.0,14,2.0,0.0,3.0,41300,54828.0,6,40.0,2.0,8.0,0,1,EU,EU,13741,2016-02-20,G2,0.0,1.0
1606,KT,SKT,19,13.0,0.0,1.0,13,19.0,2.0,3.0,83522,80960.0,48,27.0,9.0,6.0,2,0,KR,KR,14679,2016-04-06,KT,1.0,0.0
1607,G2,S04,12,7.0,0.0,0.0,7,12.0,1.0,3.0,65428,60414.0,32,14.0,8.0,6.0,1,0,EU,EU,13742,2016-02-26,G2,1.0,0.0
1608,P1,CLG,3,16.0,0.0,0.0,16,3.0,0.0,1.0,34779,47278.0,5,25.0,2.0,9.0,0,1,US,US,13630,2016-02-08,CLG,0.0,1.0
1609,BBQ,TSM,16,23.0,0.0,0.0,23,16.0,0.0,3.0,65600,71300.0,43,58.0,6.0,9.0,1,0,KR,US,14351,2016-03-04,BBQ,1.0,0.0
1610,UOL,FNC,19,11.0,3.0,0.0,11,19.0,2.0,3.0,88114,76669.0,59,25.0,10.0,5.0,1,0,EU,EU,13728,2016-02-13,UOL,1.0,0.0
1611,EP,RYL,9,20.0,0.0,0.0,20,9.0,0.0,0.0,31200,42800.0,16,41.0,3.0,8.0,0,1,CN,CN,14243,2013-08-09,RYL,0.0,1.0
1612,CLG,P1,14,4.0,1.0,0.0,4,14.0,3.0,0.0,54305,38394.0,38,13.0,11.0,3.0,1,0,US,US,13645,2016-02-21,CLG,1.0,0.0
1613,IG,PE,21,25.0,0.0,0.0,25,21.0,0.0,0.0,58600,61900.0,61,70.0,4.0,6.0,0,1,CN,CN,14244,2013-08-09,PE,0.0,1.0
1614,OG,RNG,4,16.0,0.0,1.0,16,4.0,1.0,2.0,48000,55400.0,8,39.0,5.0,7.0,0,1,EU,CN,14352,2016-03-04,RNG,0.0,1.0
1615,UOL,S04,14,2.0,1.0,0.0,2,14.0,2.0,0.0,55874,38180.0,31,7.0,11.0,2.0,1,0,EU,EU,13705,2016-01-29,UOL,1.0,0.0
1616,SPY,H2K,2,15.0,0.0,1.0,15,2.0,0.0,2.0,38322,53785.0,3,41.0,3.0,10.0,0,1,EU,EU,13760,2016-03-12,H2K,0.0,1.0
1617,WE,OMG,4,9.0,0.0,0.0,9,4.0,0.0,0.0,32800,49300.0,10,21.0,0.0,11.0,0,1,CN,CN,14152,2013-04-21,OMG,0.0,1.0
1618,SPY,G2,14,15.0,0.0,2.0,16,14.0,1.0,4.0,66942,75296.0,27,47.0,6.0,11.0,0,1,EU,EU,13766,2016-03-18,G2,0.0,1.0
1619,H2K,G2,12,20.0,0.0,1.0,20,12.0,1.0,2.0,67699,77754.0,28,55.0,6.0,9.0,0,1,EU,EU,13729,2016-02-13,G2,0.0,1.0
1620,G2,H2K,3,13.0,0.0,1.0,13,3.0,2.0,2.0,54053,65936.0,8,35.0,3.0,11.0,0,1,EU,EU,13701,2016-01-23,H2K,0.0,1.0
1621,C9,TSM,5,13.0,1.0,0.0,13,5.0,1.0,1.0,49436,52724.0,8,36.0,7.0,10.0,0,1,US,US,13614,2016-01-31,TSM,0.0,1.0
1622,H2K,VIT,8,2.0,0.0,0.0,2,8.0,2.0,1.0,67327,58604.0,23,1.0,9.0,2.0,1,0,EU,EU,13706,2016-01-29,H2K,1.0,0.0
1623,GIA,VIT,8,17.0,0.0,1.0,17,8.0,0.0,3.0,54260,67619.0,21,53.0,2.0,9.0,0,1,EU,EU,13743,2016-02-26,VIT,0.0,1.0
1624,BBQ,RNG,6,17.0,0.0,0.0,17,6.0,0.0,3.0,49000,60700.0,11,43.0,2.0,8.0,0,1,KR,CN,14354,2016-03-04,RNG,0.0,1.0
1625,RYL,OMG,19,9.0,0.0,0.0,9,19.0,0.0,0.0,43700,33600.0,51,25.0,8.0,3.0,1,0,CN,CN,14091,2013-03-17,RYL,1.0,0.0
1626,WE,OMG,8,18.0,0.0,0.0,18,8.0,0.0,0.0,34700,45300.0,23,36.0,3.0,6.0,0,1,CN,CN,14245,2013-08-09,OMG,0.0,1.0
1627,OMG,PE,24,5.0,0.0,0.0,5,24.0,0.0,0.0,50700,31500.0,69,19.0,9.0,1.0,1,0,CN,CN,14104,2013-03-24,OMG,1.0,0.0
1628,TL,FOX,13,17.0,0.0,2.0,17,13.0,2.0,4.0,101549,104704.0,31,50.0,6.0,8.0,0,1,US,US,13646,2016-02-21,FOX,0.0,1.0
1629,RYL,LM,11,18.0,0.0,0.0,18,11.0,0.0,0.0,46100,55200.0,14,36.0,4.0,8.0,0,1,CN,CN,14105,2013-03-24,LM,0.0,1.0
1630,DIG,FOX,18,10.0,0.0,2.0,10,18.0,3.0,2.0,77871,75887.0,53,23.0,8.0,6.0,1,0,US,US,13631,2016-02-08,DIG,1.0,0.0
1631,WE,IG,13,18.0,0.0,0.0,18,13.0,0.0,0.0,43400,53500.0,28,52.0,4.0,8.0,0,1,CN,CN,14106,2013-03-24,IG,0.0,1.0
1632,IG,WOA,28,10.0,0.0,0.0,10,28.0,0.0,0.0,51400,31200.0,50,24.0,11.0,0.0,1,0,CN,CN,14093,2013-03-17,IG,1.0,0.0
1633,M3,OMG,6,21.0,0.0,1.0,21,6.0,0.0,2.0,40483,59031.0,15,51.0,2.0,11.0,0,2,CN,CN,13520,2016-02-21,OMG,0.0,1.0
1634,IG,Wayi,24,6.0,0.0,0.0,6,24.0,0.0,0.0,48600,32400.0,51,6.0,8.0,1.0,1,0,CN,CN,14198,2013-05-18,IG,1.0,0.0
1635,YG,LMQTC,9,25.0,0.0,0.0,25,9.0,0.0,0.0,389000,563000.0,21,63.0,1.0,9.0,0,1,CN,CN,14246,2013-08-09,LMQTC,0.0,1.0
1636,WE,WOA,24,2.0,0.0,0.0,2,24.0,0.0,0.0,39800,21000.0,43,3.0,9.0,0.0,1,0,CN,CN,14196,2013-05-18,WE,1.0,0.0
1637,YG,IG,24,37.0,0.0,0.0,37,24.0,0.0,0.0,53600,68800.0,37,81.0,2.0,9.0,0,1,CN,CN,14248,2013-08-10,IG,0.0,1.0
1638,ROC,OG,16,10.0,1.0,2.0,10,16.0,4.0,1.0,95853,97573.0,36,14.0,9.0,11.0,0,1,EU,EU,13761,2016-03-12,OG,0.0,1.0
1639,IG,OMG,37,26.0,0.0,0.0,26,37.0,0.0,0.0,91000,86600.0,88,68.0,9.0,7.0,1,0,CN,CN,14195,2013-05-17,IG,1.0,0.0
1640,WE,Wayi,33,15.0,0.0,0.0,15,33.0,0.0,0.0,69800,53200.0,85,41.0,10.0,3.0,1,0,CN,CN,14094,2013-03-17,WE,1.0,0.0
1641,WE,LM,20,6.0,0.0,0.0,6,20.0,0.0,0.0,64500,48200.0,37,6.0,9.0,4.0,1,0,CN,CN,14107,2013-03-29,WE,1.0,0.0
1642,OMG,PE,24,10.0,0.0,0.0,10,24.0,0.0,0.0,74700,58000.0,67,30.0,9.0,3.0,1,0,CN,CN,14162,2013-04-27,OMG,1.0,0.0
1643,RYL,WOA,20,3.0,0.0,0.0,3,20.0,0.0,0.0,45100,27700.0,42,8.0,9.0,1.0,1,0,CN,CN,14108,2013-03-29,RYL,1.0,0.0
1644,WE,LM,17,15.0,0.0,0.0,15,17.0,0.0,0.0,77900,73700.0,39,44.0,8.0,7.0,1,0,CN,CN,14192,2013-05-17,WE,1.0,0.0
1645,EP,WE,11,22.0,0.0,0.0,22,11.0,0.0,0.0,52300,66200.0,33,60.0,3.0,11.0,0,1,CN,CN,14249,2013-08-10,WE,0.0,1.0
1646,RYL,WOA,21,20.0,0.0,0.0,20,21.0,0.0,0.0,57400,46100.0,46,43.0,9.0,1.0,1,0,CN,CN,14193,2013-05-17,RYL,1.0,0.0
1647,RYL,OMG,17,26.0,0.0,0.0,26,17.0,0.0,0.0,45400,62800.0,35,70.0,2.0,10.0,0,1,CN,CN,14250,2013-08-10,OMG,0.0,1.0
1648,SK,FNC,6,25.0,0.0,1.0,25,6.0,1.0,1.0,43913,62248.0,9,55.0,6.0,11.0,0,1,EU,EU,2270,2015-07-24,FNC,0.0,1.0
1649,OMG,PE,11,17.0,0.0,0.0,17,11.0,0.0,0.0,63800,76100.0,28,47.0,4.0,11.0,0,1,CN,CN,14191,2013-05-12,PE,0.0,1.0
1650,DIG,TSM,1,10.0,0.0,2.0,10,1.0,1.0,2.0,45148,57585.0,4,32.0,2.0,11.0,0,1,US,US,2039,2015-07-20,TSM,0.0,1.0
1651,EP,IG,7,22.0,0.0,0.0,22,7.0,0.0,0.0,35800,52700.0,8,40.0,4.0,11.0,0,1,CN,CN,14251,2013-08-11,IG,0.0,1.0
1652,IG,OMG,10,19.0,0.0,0.0,19,10.0,0.0,0.0,51900,61700.0,19,56.0,4.0,10.0,0,1,CN,CN,14110,2013-03-29,OMG,0.0,1.0
1653,XG,AHQ,18,15.0,0.0,1.0,15,18.0,2.0,2.0,65692,74826.0,36,33.0,2.0,8.0,0,2,TW,TW,13952,2016-02-05,AHQ,0.0,1.0
1654,XG,FW,4,19.0,0.0,1.0,19,5.0,0.0,3.0,42509,55924.0,6,36.0,1.0,7.0,0,2,TW,TW,13965,2016-03-10,FW,0.0,1.0
1655,YG,PE,22,7.0,0.0,0.0,8,22.0,0.0,0.0,51400,36100.0,57,18.0,8.0,3.0,1,0,CN,CN,14252,2013-08-11,YG,1.0,0.0
1656,LMQTC,OMG,7,16.0,0.0,0.0,16,7.0,0.0,0.0,39100,56100.0,17,39.0,2.0,10.0,0,1,CN,CN,14253,2013-08-11,OMG,0.0,1.0
1657,S04,ROC,13,2.0,1.0,0.0,2,13.0,3.0,1.0,59758,49762.0,28,5.0,8.0,2.0,1,0,EU,EU,13730,2016-02-13,S04,1.0,0.0
1658,RYL,LM,21,7.0,0.0,0.0,7,21.0,0.0,0.0,56300,41900.0,52,16.0,9.0,3.0,1,0,CN,CN,14188,2013-05-12,RYL,1.0,0.0
1659,RYL,WE,17,7.0,0.0,0.0,7,17.0,0.0,0.0,51900,37000.0,49,17.0,8.0,2.0,1,0,CN,CN,14254,2013-08-11,RYL,1.0,0.0
1660,IMT,TSM,20,6.0,1.0,0.0,6,20.0,1.0,1.0,58686,45864.0,57,14.0,8.0,3.0,1,0,US,US,13674,2016-03-20,IMT,1.0,0.0
1661,H2K,FNC,11,13.0,2.0,0.0,13,11.0,1.0,1.0,73104,60367.0,31,36.0,9.0,2.0,1,0,EU,EU,13744,2016-02-26,H2K,1.0,0.0
1662,WE,PE,17,5.0,0.0,0.0,5,17.0,0.0,0.0,45700,33900.0,44,13.0,7.0,3.0,1,0,CN,CN,14158,2013-04-26,WE,1.0,0.0
1663,RYL,LM,25,5.0,0.0,0.0,5,25.0,0.0,0.0,42800,29000.0,48,7.0,8.0,2.0,0,1,CN,CN,14157,2013-04-26,LM,0.0,1.0
1664,WE,WOA,38,7.0,0.0,0.0,7,38.0,0.0,0.0,46200,31500.0,59,9.0,5.0,2.0,1,0,CN,CN,14111,2013-03-30,WE,1.0,0.0
1665,IG,RYL,21,6.0,0.0,0.0,6,21.0,0.0,0.0,51200,36900.0,47,14.0,11.0,1.0,1,0,CN,CN,14156,2013-04-26,IG,1.0,0.0
1666,DIG,TL,9,15.0,0.0,2.0,15,9.0,0.0,3.0,61408,68783.0,14,31.0,4.0,10.0,0,1,US,US,13675,2016-03-20,TL,0.0,1.0
1667,RYL,PE,19,24.0,0.0,0.0,24,19.0,0.0,0.0,72000,84700.0,54,57.0,6.0,11.0,0,1,CN,CN,14112,2013-03-30,PE,0.0,1.0
1668,IG,Wayi,24,6.0,0.0,0.0,6,24.0,0.0,0.0,52300,33300.0,58,11.0,10.0,1.0,1,0,CN,CN,14113,2013-03-30,IG,1.0,0.0
1669,OMG,WOA,21,9.0,0.0,0.0,9,22.0,0.0,0.0,61700,48100.0,55,20.0,10.0,2.0,1,0,CN,CN,14155,2013-04-26,OMG,1.0,0.0
1670,OMG,LM,17,8.0,0.0,0.0,8,17.0,0.0,0.0,55800,41900.0,47,16.0,10.0,3.0,1,0,CN,CN,14114,2013-03-30,OMG,1.0,0.0
1671,UOL,H2K,17,20.0,1.0,2.0,20,17.0,2.0,2.0,87125,93305.0,32,38.0,6.0,10.0,0,1,EU,EU,13722,2016-02-12,H2K,0.0,1.0
1672,EP,PE,28,35.0,0.0,0.0,35,28.0,0.0,0.0,67300,76800.0,67,84.0,7.0,10.0,0,1,CN,CN,14256,2013-08-16,PE,0.0,1.0
1673,NRG,TL,20,10.0,2.0,0.0,11,20.0,2.0,0.0,69644,54426.0,55,30.0,11.0,2.0,1,0,US,US,13668,2016-03-14,NRG,1.0,0.0
1674,RYL,IG,26,14.0,0.0,0.0,14,26.0,0.0,0.0,68000,52700.0,47,32.0,11.0,2.0,1,0,CN,CN,14257,2013-08-16,RYL,1.0,0.0
1675,KT,SBE,16,5.0,1.0,0.0,5,16.0,4.0,0.0,69703,56601.0,32,8.0,8.0,2.0,2,0,KR,KR,13868,2016-01-15,KT,1.0,0.0
1676,LMQTC,WE,18,7.0,0.0,0.0,7,18.0,0.0,0.0,45100,36800.0,46,17.0,8.0,2.0,1,0,CN,CN,14258,2013-08-16,LMQTC,1.0,0.0
1677,VIT,S04,14,3.0,2.0,0.0,3,14.0,3.0,1.0,81630,61112.0,30,8.0,10.0,2.0,1,0,EU,EU,13751,2016-02-27,VIT,1.0,0.0
1678,TSM,REN,3,13.0,0.0,1.0,13,3.0,1.0,2.0,46615,56821.0,9,37.0,4.0,8.0,0,1,US,US,13669,2016-03-14,REN,0.0,1.0
1679,C9,FOX,15,0.0,1.0,0.0,0,15.0,3.0,0.0,66821,48635.0,37,0.0,9.0,2.0,1,0,US,US,13676,2016-03-20,C9,1.0,0.0
1680,IG,WOA,16,5.0,0.0,0.0,5,16.0,0.0,0.0,49700,32100.0,23,15.0,10.0,4.0,1,0,CN,CN,14148,2013-04-20,IG,1.0,0.0
1681,WE,IG,13,5.0,0.0,0.0,5,13.0,0.0,0.0,63200,42200.0,29,12.0,10.0,1.0,1,0,CN,CN,14190,2013-05-12,WE,1.0,0.0
1682,RYL,Wayi,21,12.0,0.0,0.0,12,21.0,0.0,0.0,51300,33800.0,42,25.0,11.0,1.0,1,0,CN,CN,14183,2013-05-10,RYL,1.0,0.0
1683,FNC,GIA,14,2.0,1.0,0.0,2,14.0,2.0,0.0,51200,35593.0,26,2.0,9.0,0.0,1,0,EU,EU,13752,2016-03-11,FNC,1.0,0.0
1684,SPY,GIA,8,3.0,0.0,0.0,3,8.0,2.0,1.0,56146,49572.0,18,7.0,8.0,4.0,1,0,EU,EU,13731,2016-02-13,SPY,1.0,0.0
1685,RYL,OMG,3,12.0,0.0,0.0,12,3.0,0.0,0.0,48300,56300.0,7,39.0,3.0,11.0,0,1,CN,CN,14150,2013-04-20,OMG,0.0,1.0
1686,JAG,IMiracle,10,5.0,2.0,0.0,5,10.0,2.0,4.0,78694,64675.0,24,14.0,10.0,3.0,2,0,KR,KR,11052,2015-07-23,JAG,1.0,0.0
1687,FNC,S04,16,4.0,1.0,0.0,4,16.0,2.0,1.0,61260,44916.0,51,15.0,11.0,3.0,1,0,EU,EU,13723,2016-02-12,FNC,1.0,0.0
1688,JAG,Anarchy,2,13.0,0.0,2.0,13,2.0,2.0,2.0,53992,70392.0,4,44.0,2.0,9.0,0,2,KR,,11065,2015-08-05,Anarchy,0.0,1.0
1689,DIG,IMT,20,16.0,1.0,1.0,16,20.0,2.0,3.0,90356,94322.0,55,57.0,9.0,10.0,0,1,US,US,13670,2016-03-14,IMT,0.0,1.0
1690,IG,RYL,24,23.0,0.0,0.0,23,25.0,0.0,0.0,68200,63600.0,52,62.0,11.0,5.0,1,0,CN,CN,14187,2013-05-11,IG,1.0,0.0
1691,RYL,PE,26,8.0,0.0,0.0,8,26.0,0.0,0.0,47500,31900.0,68,20.0,7.0,1.0,1,0,CN,CN,14260,2013-08-17,RYL,1.0,0.0
1692,LMQTC,EP,16,9.0,0.0,0.0,9,16.0,0.0,0.0,53900,48000.0,34,18.0,6.0,3.0,1,0,CN,CN,14268,2013-08-23,LMQTC,1.0,0.0
1693,G2,FW,12,26.0,2.0,1.0,26,12.0,2.0,3.0,81881,84212.0,22,63.0,6.0,9.0,0,1,EU,TW,15559,2016-05-04,FW,0.0,1.0
1694,LMQTC,IG,12,25.0,0.0,0.0,25,12.0,0.0,0.0,34100,54900.0,23,42.0,0.0,11.0,0,1,CN,CN,14261,2013-08-17,IG,0.0,1.0
1695,WE,PE,22,5.0,0.0,0.0,5,22.0,0.0,0.0,53600,39900.0,48,10.0,8.0,3.0,1,0,CN,CN,14186,2013-05-11,WE,1.0,0.0
1696,BBQ,ROX,5,14.0,0.0,1.0,14,5.0,0.0,3.0,43677,56589.0,14,39.0,1.0,9.0,0,2,KR,KR,16915,2016-06-03,ROX,0.0,1.0
