,teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date,winner,team_1_mark,team_2_mark
772,CW,ROC,1,9.0,0.0,2.0,9,1.0,0.0,4.0,52192,71487.0,3,13.0,3.0,11.0,0,1,DK,EU,550,2014-03-29,ROC,0.0,1.0
773,CW,MYM,6,23.0,1.0,0.0,23,6.0,0.0,3.0,39356,58928.0,13,53.0,0.0,10.0,0,1,DK,PL,639,2014-07-03,MYM,0.0,1.0
774,CST,DIG,7,12.0,0.0,0.0,12,7.0,0.0,0.0,44662,57161.0,22,33.0,0.0,0.0,0,1,US,US,1922,2013-08-03,DIG,0.0,1.0
775,CW,MYM,5,18.0,0.0,1.0,18,5.0,1.0,3.0,49648,67254.0,13,40.0,3.0,10.0,0,1,DK,PL,591,2014-05-30,MYM,0.0,1.0
776,EG,CLB,16,14.0,0.0,1.0,14,16.0,4.0,1.0,69523,67043.0,35,26.0,7.0,5.0,1,0,US,US,348,2014-08-04,EG,1.0,0.0
777,DIG,EG,13,12.0,1.0,1.0,12,13.0,4.0,3.0,90559,81558.0,25,27.0,10.0,5.0,1,0,US,US,296,2014-07-05,DIG,1.0,0.0
778,H2K,GMB,22,5.0,1.0,0.0,5,22.0,1.0,2.0,54765,40020.0,41,11.0,10.0,2.0,1,0,EU,RU,2202,2015-06-05,H2K,1.0,0.0
779,MIL,ALL,22,8.0,1.0,0.0,8,22.0,4.0,0.0,68328,57348.0,47,13.0,7.0,5.0,1,0,EU,EU,510,2014-02-22,MIL,1.0,0.0
780,OMG,Young Glory,16,2.0,0.0,0.0,2,16.0,0.0,0.0,53304,33989.0,44,5.0,0.0,0.0,1,1,CN,CN,1759,2014-07-13,draw,0.5,0.5
781,CLG,TSM,24,28.0,0.0,0.0,28,24.0,0.0,0.0,95131,91176.0,27,61.0,0.0,0.0,1,0,US,US,1869,2013-07-01,CLG,1.0,0.0
782,ROC,CW,8,14.0,0.0,1.0,14,8.0,1.0,3.0,54899,65002.0,14,32.0,4.0,8.0,0,1,EU,DK,468,2014-01-17,CW,0.0,1.0
783,MYM,GMB,15,24.0,1.0,1.0,24,15.0,3.0,4.0,78468,84682.0,32,61.0,7.0,9.0,0,1,PL,RU,624,2014-06-27,GMB,0.0,1.0
784,OMG,IG,4,13.0,0.0,0.0,13,4.0,0.0,0.0,51923,58766.0,4,32.0,0.0,0.0,0,2,CN,CN,1031,2015-03-22,IG,0.0,1.0
785,GMB,FNC,25,4.0,0.0,0.0,4,25.0,0.0,0.0,54008,35872.0,76,9.0,0.0,0.0,1,0,RU,EU,1155,2013-02-11,GMB,1.0,0.0
786,FNC,GMB,9,33.0,0.0,1.0,33,9.0,0.0,5.0,55377,72303.0,18,87.0,5.0,8.0,0,1,EU,RU,744,2015-02-21,GMB,0.0,1.0
787,DIG,Velocity Esports,29,10.0,0.0,0.0,11,29.0,0.0,0.0,64682,43325.0,59,21.0,0.0,0.0,1,0,US,US,1870,2013-07-01,DIG,1.0,0.0
788,GMB,MYM,24,15.0,1.0,1.0,15,24.0,3.0,2.0,78970,69043.0,53,30.0,8.0,6.0,1,0,RU,PL,469,2014-01-17,GMB,1.0,0.0
789,CLG,CST,17,3.0,0.0,0.0,3,32.0,0.0,0.0,75378,42407.0,36,5.0,0.0,0.0,1,0,US,US,1923,2013-08-15,CLG,1.0,0.0
790,ROC,S04,13,2.0,1.0,0.0,2,13.0,3.0,0.0,57230,43589.0,28,1.0,11.0,3.0,1,0,EU,EU,745,2015-02-21,ROC,1.0,0.0
791,NIP,ALL,2,14.0,0.0,0.0,13,4.0,0.0,0.0,42677,71696.0,8,36.0,0.0,0.0,0,1,EU,EU,1156,2013-02-11,ALL,0.0,1.0
792,LGD,RYL,18,10.0,0.0,0.0,10,18.0,0.0,0.0,57208,44655.0,45,24.0,0.0,0.0,1,1,CN,CN,1735,2014-06-15,draw,0.5,0.5
793,ALL,ROC,10,17.0,0.0,1.0,17,10.0,1.0,5.0,64943,78698.0,25,34.0,5.0,9.0,0,1,EU,EU,470,2014-01-17,ROC,0.0,1.0
794,GIA,GMB,18,9.0,0.0,0.0,9,18.0,0.0,0.0,58412,45898.0,39,13.0,0.0,0.0,1,0,EU,RU,1157,2013-02-11,GIA,1.0,0.0
795,CRS,XDG,9,20.0,0.0,0.0,20,9.0,0.0,0.0,48149,58622.0,18,52.0,0.0,0.0,0,1,US,US,1871,2013-07-05,XDG,0.0,1.0
796,CW,MYM,25,18.0,0.0,1.0,18,25.0,4.0,2.0,83098,76900.0,86,46.0,8.0,4.0,1,0,DK,PL,746,2015-02-21,CW,1.0,0.0
797,ALL,FNC,21,8.0,1.0,0.0,8,21.0,3.0,1.0,66069,52787.0,60,20.0,7.0,3.0,1,0,EU,EU,511,2014-02-28,ALL,1.0,0.0
798,SK,ROC,14,7.0,1.0,0.0,7,14.0,3.0,1.0,67702,50453.0,30,13.0,11.0,2.0,1,0,EU,EU,625,2014-06-27,SK,1.0,0.0
799,CLB,DIG,9,10.0,0.0,4.0,11,9.0,1.0,5.0,78538,87481.0,31,16.0,8.0,7.0,1,0,US,US,306,2014-07-07,CLB,1.0,0.0
800,H2K,UOL,19,6.0,1.0,0.0,6,19.0,2.0,2.0,58555,41729.0,38,9.0,11.0,2.0,1,0,EU,EU,787,2015-03-28,H2K,1.0,0.0
801,Velocity Esports,TSM,16,13.0,0.0,0.0,13,16.0,0.0,0.0,56829,63826.0,39,31.0,0.0,0.0,0,1,US,US,1872,2013-07-05,TSM,0.0,1.0
802,SK,MYM,15,4.0,1.0,0.0,4,15.0,3.0,1.0,68935,48787.0,32,10.0,11.0,2.0,1,0,EU,PL,512,2014-02-28,SK,1.0,0.0
803,MIL,ALL,9,10.0,0.0,1.0,10,9.0,0.0,3.0,43152,54705.0,18,16.0,4.0,9.0,0,1,EU,EU,471,2014-01-24,ALL,0.0,1.0
804,MYM,ROC,12,2.0,1.0,0.0,2,12.0,5.0,1.0,69573,56239.0,34,5.0,11.0,1.0,1,0,PL,EU,788,2015-03-28,MYM,1.0,0.0
805,TSM,CRS,8,5.0,1.0,1.0,5,8.0,1.0,4.0,74480,68660.0,19,10.0,10.0,4.0,1,0,US,US,298,2014-07-05,TSM,1.0,0.0
806,SK,ALL,30,15.0,0.0,0.0,15,31.0,0.0,0.0,77119,61194.0,87,27.0,0.0,0.0,1,0,EU,EU,1158,2013-02-11,SK,1.0,0.0
807,MIL,GMB,7,19.0,0.0,1.0,19,7.0,1.0,2.0,46245,65193.0,12,33.0,4.0,9.0,0,1,EU,RU,513,2014-02-28,GMB,0.0,1.0
808,SK,OG,9,37.0,0.0,2.0,37,10.0,2.0,3.0,54500,73132.0,20,106.0,4.0,11.0,0,1,EU,EU,2203,2015-06-05,OG,0.0,1.0
809,CW,MIL,22,21.0,1.0,0.0,21,22.0,3.0,1.0,71006,58820.0,59,46.0,9.0,3.0,1,0,DK,EU,652,2014-07-12,CW,1.0,0.0
810,DoubleBuff,Azure Cats,3,9.0,0.0,0.0,12,3.0,0.0,0.0,27591,38591.0,9,22.0,0.0,0.0,0,2,US,US,1820,2013-05-11,Azure Cats,0.0,1.0
811,CW,SK,11,17.0,0.0,2.0,17,11.0,1.0,3.0,51787,71731.0,20,38.0,1.0,10.0,0,1,DK,EU,613,2014-06-14,SK,0.0,1.0
812,ROC,ALL,6,12.0,0.0,1.0,12,7.0,0.0,3.0,45292,60973.0,12,32.0,4.0,9.0,0,1,EU,EU,626,2014-06-28,ALL,0.0,1.0
813,LGD,M3,21,8.0,0.0,0.0,8,21.0,0.0,0.0,66461,56110.0,52,19.0,0.0,0.0,2,0,CN,CN,947,2015-01-25,LGD,1.0,0.0
814,ROC,MYM,12,4.0,0.0,1.0,4,12.0,5.0,1.0,80301,67691.0,35,5.0,8.0,4.0,1,0,EU,PL,472,2014-01-24,ROC,1.0,0.0
815,RYL,LGD,7,18.0,0.0,0.0,18,7.0,0.0,0.0,41560,55951.0,13,38.0,0.0,0.0,0,2,CN,CN,997,2015-03-06,LGD,0.0,1.0
816,ALL,Against All Authority,12,6.0,0.0,0.0,20,5.0,0.0,0.0,47189,33063.0,29,42.0,0.0,0.0,0,1,EU,EU,1188,2013-03-03,Against All Authority,0.0,1.0
817,LMQ,EG,19,13.0,1.0,1.0,13,19.0,5.0,1.0,79077,68701.0,53,34.0,11.0,5.0,1,0,US,US,307,2014-07-07,LMQ,1.0,0.0
818,LGD,Young Glory,28,24.0,1.0,1.0,25,28.0,2.0,0.0,58073,48867.0,59,46.0,9.0,4.0,2,0,CN,CN,1781,2014-08-09,LGD,1.0,0.0
819,DIG,TSM,13,6.0,3.0,0.0,6,13.0,4.0,2.0,83735,66482.0,28,12.0,11.0,3.0,1,0,US,US,299,2014-07-06,DIG,1.0,0.0
820,GIA,Dragonborns,13,18.0,0.0,0.0,18,13.0,0.0,0.0,42803,51627.0,21,36.0,0.0,0.0,0,1,EU,EU,1189,2013-03-03,Dragonborns,0.0,1.0
821,ROC,CW,6,15.0,1.0,1.0,15,6.0,0.0,5.0,61870,83014.0,10,35.0,2.0,11.0,0,1,EU,DK,514,2014-02-28,CW,0.0,1.0
822,MYM,GIA,13,15.0,0.0,1.0,15,13.0,3.0,3.0,71421,79665.0,25,35.0,3.0,8.0,0,1,PL,EU,789,2015-03-28,GIA,0.0,1.0
823,UOL,CW,16,3.0,1.0,0.0,3,16.0,3.0,0.0,51384,36565.0,45,6.0,11.0,2.0,1,0,EU,DK,2204,2015-06-05,UOL,1.0,0.0
824,CW,ALL,18,2.0,1.0,0.0,2,18.0,3.0,0.0,54720,38254.0,29,5.0,11.0,1.0,1,0,DK,EU,641,2014-07-03,CW,1.0,0.0
825,ALL,ROC,10,21.0,1.0,2.0,21,10.0,2.0,4.0,82893,93289.0,24,50.0,6.0,10.0,0,1,EU,EU,653,2014-07-12,ROC,0.0,1.0
826,DIG,C9,13,15.0,0.0,1.0,15,13.0,1.0,4.0,58707,73334.0,28,37.0,3.0,9.0,0,1,US,US,309,2014-07-07,C9,0.0,1.0
827,DIG,CRS,16,29.0,0.0,0.0,29,16.0,0.0,0.0,88876,92182.0,33,81.0,0.0,0.0,0,1,US,US,1924,2013-08-15,CRS,0.0,1.0
828,SK,NIP,13,4.0,0.0,0.0,4,9.0,0.0,0.0,61308,42749.0,35,9.0,0.0,0.0,1,0,EU,EU,1190,2013-03-03,SK,1.0,0.0
829,TSM,DIG,20,6.0,2.0,0.0,6,20.0,3.0,1.0,65360,45623.0,51,5.0,10.0,2.0,1,0,US,US,410,2015-03-01,TSM,1.0,0.0
830,MIL,MYM,7,19.0,0.0,1.0,19,7.0,1.0,3.0,58623,76515.0,15,47.0,4.0,10.0,0,1,EU,PL,642,2014-07-04,MYM,0.0,1.0
831,GNW,Salade Tomate Oignon,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,EU,EU,1515,NULL,Salade Tomate Oignon,0.0,1.0
832,FNC,GMB,17,0.0,1.0,0.0,0,17.0,3.0,1.0,61932,45395.0,39,0.0,8.0,2.0,1,0,EU,RU,515,2014-03-01,FNC,1.0,0.0
833,SK,GMB,2,12.0,0.0,0.0,12,2.0,0.0,0.0,29631,45742.0,6,25.0,0.0,0.0,0,1,EU,RU,1191,2013-03-04,GMB,0.0,1.0
834,ALL,Dragonborns,20,6.0,0.0,0.0,6,20.0,0.0,0.0,63895,50471.0,53,11.0,0.0,0.0,1,0,EU,EU,1159,2013-02-17,ALL,1.0,0.0
835,NIP,SK,6,16.0,0.0,0.0,14,6.0,0.0,0.0,51516,76124.0,5,46.0,0.0,0.0,0,1,EU,EU,1160,2013-02-17,SK,0.0,1.0
836,PS,Revolt Gentlemen E-Sports Club,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,EU,EU,1516,NULL,PS,1.0,0.0
837,UOL,FNC,4,15.0,0.0,1.0,15,4.0,2.0,3.0,48930,64376.0,11,45.0,3.0,9.0,0,1,EU,EU,2190,2015-05-29,FNC,0.0,1.0
838,RYL,EDG,6,19.0,0.0,2.0,19,6.0,2.0,2.0,48540,69011.0,19,54.0,2.0,9.0,0,2,CN,CN,1695,2014-03-21,EDG,0.0,1.0
839,PS,Salade Tomate Oignon,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,EU,EU,1517,2014-01-17,PS,1.0,0.0
840,SK,CW,29,9.0,0.0,0.0,9,29.0,3.0,0.0,56270,34531.0,64,15.0,9.0,2.0,1,0,EU,DK,643,2014-07-04,SK,1.0,0.0
841,MIL,SK,19,9.0,2.0,0.0,9,19.0,3.0,2.0,68290,54466.0,53,18.0,8.0,3.0,1,0,EU,EU,627,2014-06-28,MIL,1.0,0.0
842,CLG,CST,8,22.0,0.0,0.0,22,8.0,0.0,0.0,58660,75324.0,22,57.0,0.0,0.0,0,1,US,US,1874,2013-07-05,CST,0.0,1.0
843,IG,EP,16,2.0,1.0,0.0,2,16.0,3.0,0.0,70804,47635.0,29,7.0,11.0,2.0,1,1,CN,,1679,2014-03-01,draw,0.5,0.5
844,FNC,Lemondogs,17,23.0,0.0,0.0,23,17.0,0.0,0.0,76900,79200.0,41,59.0,0.0,0.0,0,1,EU,,2094,2013-06-30,Lemondogs,0.0,1.0
845,ALL,FNC,11,17.0,1.0,1.0,17,11.0,1.0,6.0,78349,93072.0,22,47.0,6.0,8.0,0,1,EU,EU,644,2014-07-04,FNC,0.0,1.0
846,Dragonborns,ALL,12,5.0,0.0,0.0,5,12.0,0.0,0.0,50247,41427.0,28,12.0,0.0,0.0,1,0,EU,EU,1193,2013-03-04,Dragonborns,1.0,0.0
847,SSW,SSB,23,33.0,0.0,0.0,33,24.0,0.0,0.0,66000,74000.0,59,93.0,0.0,0.0,1,3,KR,KR,1664,2014-08-01,SSB,0.0,1.0
848,GIA,OG,8,18.0,0.0,1.0,18,8.0,1.0,3.0,55523,62740.0,19,49.0,4.0,10.0,0,1,EU,EU,2191,2015-05-29,OG,0.0,1.0
849,M17,HKE,9,22.0,1.0,1.0,22,9.0,0.0,6.0,62468,75095.0,22,53.0,3.0,9.0,1,1,HK,HK,4595,2015-05-29,draw,0.5,0.5
850,GNW,SKP,19,40.0,0.0,0.0,40,19.0,0.0,0.0,36764,54966.0,34,70.0,0.0,0.0,0,1,EU,EU,1582,NULL,SKP,0.0,1.0
851,EUO,Test Your Limits 2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,EU,EU,1518,NULL,EUO,1.0,0.0
852,NIP,GIA,16,5.0,0.0,0.0,3,19.0,0.0,0.0,34469,32980.0,31,14.0,0.0,0.0,1,0,EU,EU,1194,2013-03-04,NIP,1.0,0.0
853,AHQ,AS,17,5.0,1.0,0.0,5,17.0,3.0,0.0,59208,43383.0,35,11.0,11.0,1.0,2,0,TW,TW,4594,2015-05-29,AHQ,1.0,0.0
854,FNC,GMB,10,20.0,0.0,0.0,20,10.0,0.0,0.0,37891,52033.0,12,34.0,0.0,0.0,0,1,EU,RU,1228,2013-04-07,GMB,0.0,1.0
855,ALL,Dragonborns,24,8.0,0.0,0.0,8,24.0,0.0,0.0,55043,47857.0,74,18.0,0.0,0.0,1,0,EU,EU,1195,2013-03-16,ALL,1.0,0.0
856,T8,AOE,30,21.0,0.0,0.0,21,30.0,0.0,0.0,80155,61309.0,75,40.0,0.0,0.0,1,0,US,US,1485,2014-06-30,T8,1.0,0.0
857,CRS,C9,11,23.0,0.0,0.0,23,11.0,0.0,0.0,39103,53298.0,13,67.0,0.0,0.0,0,1,US,US,1875,2013-07-05,C9,0.0,1.0
858,Frozenriders,UOL,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,EU,EU,1519,NULL,UOL,0.0,1.0
859,Dragonborns,NIP,8,19.0,0.0,0.0,24,7.0,0.0,0.0,41897,49613.0,17,56.0,0.0,0.0,0,1,EU,EU,1229,2013-04-07,NIP,0.0,1.0
860,TL,C9,23,8.0,1.0,1.0,8,23.0,2.0,3.0,69530,57962.0,63,16.0,10.0,4.0,1,0,US,US,1982,2015-06-14,TL,1.0,0.0
861,CA,vVv,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,0,US,US,2280,2014-04-06,CA,1.0,0.0
862,FNC,MYM,9,15.0,0.0,1.0,15,9.0,2.0,3.0,53418,65406.0,18,38.0,5.0,8.0,0,1,EU,PL,628,2014-06-28,MYM,0.0,1.0
863,CW,SK,20,2.0,1.0,0.0,2,20.0,3.0,1.0,57256,40899.0,47,1.0,9.0,3.0,1,0,DK,EU,2192,2015-05-29,CW,1.0,0.0
864,TSM,CST,19,12.0,0.0,0.0,12,19.0,0.0,0.0,57224,46219.0,57,28.0,0.0,0.0,1,0,US,US,1876,2013-07-05,TSM,1.0,0.0
865,GMB,ROC,15,13.0,0.0,2.0,13,15.0,5.0,1.0,77328,80164.0,40,34.0,7.0,7.0,0,1,RU,EU,645,2014-07-04,ROC,0.0,1.0
866,GSG,ZEN,9,20.0,0.0,0.0,20,9.0,0.0,0.0,48495,54804.0,22,35.0,0.0,0.0,0,1,US,US,1486,NULL,ZEN,0.0,1.0
867,4EZ,DAC,11,1.0,0.0,0.0,1,11.0,0.0,0.0,39713,24375.0,23,4.0,0.0,0.0,1,0,EU,EU,1578,NULL,4EZ,1.0,0.0
868,ZEN,AKA,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,US,US,1488,2014-06-30,ZEN,1.0,0.0
869,Velocity Esports,CLG,7,15.0,0.0,0.0,15,7.0,0.0,0.0,52004,60226.0,11,38.0,0.0,0.0,0,1,US,US,1877,2013-07-05,CLG,0.0,1.0
870,KNG,LGD,6,20.0,0.0,0.0,20,6.0,0.0,0.0,48650,64013.0,10,64.0,0.0,0.0,1,1,CN,CN,1033,2015-04-03,draw,0.5,0.5
871,Dragonborns,ALL,6,13.0,0.0,0.0,13,6.0,0.0,0.0,45517,55375.0,14,19.0,0.0,0.0,0,1,EU,EU,1231,2013-04-07,ALL,0.0,1.0
872,EUO,UOL,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,EU,EU,1520,NULL,EUO,1.0,0.0
873,MYM,ROC,13,7.0,2.0,0.0,7,13.0,4.0,0.0,64062,44939.0,34,20.0,10.0,2.0,1,0,PL,EU,654,2014-07-18,MYM,1.0,0.0
874,XDG,SGQ,21,12.0,0.0,0.0,12,21.0,0.0,0.0,69758,55475.0,57,32.0,0.0,0.0,1,0,US,US,1489,NULL,XDG,1.0,0.0
875,SK,Against All Authority,25,15.0,0.0,0.0,31,8.0,0.0,0.0,72019,43001.0,80,56.0,0.0,0.0,0,1,EU,EU,1196,2013-03-16,Against All Authority,0.0,1.0
876,4EZ,SKP,6,14.0,0.0,0.0,14,6.0,0.0,0.0,35296,53430.0,11,24.0,0.0,0.0,0,2,EU,EU,1594,2014-07-18,SKP,0.0,1.0
877,FW,AS,15,4.0,1.0,0.0,4,15.0,3.0,0.0,58928,40518.0,39,7.0,11.0,0.0,2,0,TW,TW,4804,2015-06-10,FW,1.0,0.0
878,FNC,Against All Authority,17,6.0,0.0,0.0,10,10.0,0.0,0.0,50194,20881.0,44,19.0,0.0,0.0,1,0,EU,EU,1232,2013-04-07,FNC,1.0,0.0
879,DIG,XDG,13,18.0,0.0,0.0,18,13.0,0.0,0.0,56345,65050.0,28,39.0,0.0,0.0,0,1,US,US,1878,2013-07-05,XDG,0.0,1.0
880,DNE,CSG,19,15.0,0.0,0.0,15,20.0,0.0,0.0,62911,57797.0,44,40.0,0.0,0.0,2,0,EU,EU,2322,2014-04-02,DNE,1.0,0.0
881,NIP,H2K,10,17.0,0.0,0.0,17,10.0,0.0,0.0,47205,60483.0,30,55.0,0.0,0.0,0,2,EU,EU,1576,2014-06-21,H2K,0.0,1.0
882,MG,TBD,13,20.0,0.0,0.0,20,13.0,0.0,0.0,77123,94925.0,34,50.0,0.0,0.0,0,1,US,,1490,NULL,TBD,0.0,1.0
883,GMB,CW,10,19.0,1.0,1.0,19,10.0,1.0,4.0,60436,69948.0,24,52.0,5.0,8.0,0,1,RU,DK,629,2014-06-28,CW,0.0,1.0
884,EDG,VG,22,12.0,0.0,0.0,12,22.0,0.0,0.0,53280,41139.0,38,20.0,0.0,0.0,2,0,CN,CN,935,2015-01-18,EDG,1.0,0.0
885,FNC,ALL,17,16.0,0.0,0.0,16,17.0,0.0,0.0,83014,75623.0,44,35.0,0.0,0.0,1,0,EU,EU,1197,2013-03-17,FNC,1.0,0.0
886,ALL,GMB,11,6.0,0.0,0.0,6,11.0,0.0,0.0,60100,51300.0,29,10.0,0.0,0.0,1,0,EU,RU,2096,2013-06-30,ALL,1.0,0.0
887,CST,TSM,6,18.0,0.0,0.0,18,6.0,0.0,0.0,38603,55636.0,18,47.0,0.0,0.0,0,1,US,US,1831,2013-06-13,TSM,0.0,1.0
888,RYL,VG,2,16.0,0.0,0.0,16,2.0,0.0,0.0,38555,60299.0,4,42.0,0.0,0.0,0,2,CN,CN,1034,2015-04-03,VG,0.0,1.0
889,XDG,TSM,17,8.0,0.0,0.0,8,17.0,0.0,0.0,44597,29613.0,53,21.0,0.0,0.0,1,0,US,US,1879,2013-07-12,XDG,1.0,0.0
890,XDG,TBD,14,18.0,0.0,0.0,18,14.0,0.0,0.0,84003,77480.0,38,37.0,0.0,0.0,1,0,US,,1491,2014-06-30,XDG,1.0,0.0
891,IG,KNG,16,7.0,0.0,0.0,7,16.0,0.0,0.0,85582,72108.0,27,15.0,0.0,0.0,1,1,CN,CN,983,2015-02-15,draw,0.5,0.5
892,CRS,XDG,6,17.0,0.0,0.0,17,6.0,0.0,0.0,48362,58715.0,14,45.0,0.0,0.0,0,1,US,US,1832,2013-06-13,XDG,0.0,1.0
893,WE,EP,18,10.0,1.0,0.0,10,18.0,3.0,0.0,62307,42202.0,43,25.0,11.0,-1.0,2,0,CN,,1716,2014-04-12,WE,1.0,0.0
894,INV,SKP,13,23.0,0.0,0.0,23,13.0,0.0,0.0,58271,68266.0,27,45.0,0.0,0.0,0,1,EU,EU,1583,2014-06-28,SKP,0.0,1.0
895,FNC,CW,25,10.0,1.0,0.0,10,25.0,3.0,1.0,62061,42383.0,51,16.0,10.0,1.0,1,0,EU,DK,655,2014-07-18,FNC,1.0,0.0
896,BZ,SKP,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,EU,EU,1521,NULL,SKP,0.0,1.0
897,NDG,GF,26,23.0,0.0,0.0,23,26.0,0.0,0.0,86697,92961.0,59,48.0,0.0,0.0,0,1,US,US,1492,NULL,GF,0.0,1.0
898,GMB,NIP,12,13.0,0.0,0.0,13,10.0,0.0,0.0,64708,47684.0,35,24.0,0.0,0.0,1,0,RU,EU,1163,2013-02-18,GMB,1.0,0.0
899,GMB,FNC,4,12.0,0.0,0.0,12,4.0,0.0,0.0,33000,47400.0,7,29.0,0.0,0.0,0,1,RU,EU,2061,2013-06-15,FNC,0.0,1.0
900,P1,TDK,18,0.0,1.0,0.0,0,18.0,3.0,1.0,54769,38949.0,39,0.0,11.0,0.0,1,0,US,US,1983,2015-06-14,P1,1.0,0.0
901,SK,Dragonborns,18,5.0,0.0,0.0,5,18.0,0.0,0.0,50731,36847.0,43,5.0,0.0,0.0,1,0,EU,EU,1198,2013-03-17,SK,1.0,0.0
902,C9,CLG,18,11.0,0.0,0.0,11,18.0,0.0,0.0,53933,42219.0,40,24.0,0.0,0.0,1,0,US,US,1880,2013-07-12,C9,1.0,0.0
903,Velocity Esports,DIG,7,15.0,0.0,0.0,15,7.0,0.0,0.0,41468,56369.0,17,39.0,0.0,0.0,0,1,US,US,1881,2013-07-12,DIG,0.0,1.0
904,COG,VEX,22,11.0,0.0,0.0,11,22.0,0.0,0.0,80528,60595.0,51,25.0,0.0,0.0,1,0,US,US,1493,NULL,COG,1.0,0.0
905,WE,LGD,7,22.0,1.0,1.0,22,7.0,2.0,3.0,48218,69375.0,9,54.0,2.0,10.0,0,2,CN,CN,1784,2014-08-10,LGD,0.0,1.0
906,G2d,Spina Gaming,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,,EU,1522,NULL,G2d,1.0,0.0
907,MS,SK,13,10.0,0.0,0.0,10,13.0,0.0,0.0,61300,56700.0,31,32.0,0.0,0.0,1,0,EU,EU,2062,2013-06-15,MS,1.0,0.0
908,FNC,SK,15,7.0,0.0,0.0,7,15.0,0.0,0.0,64990,50523.0,30,20.0,0.0,0.0,1,0,EU,EU,1199,2013-03-17,FNC,1.0,0.0
909,ROC,FNC,4,10.0,0.0,1.0,10,4.0,0.0,4.0,53743,71994.0,5,27.0,4.0,10.0,0,1,EU,EU,630,2014-07-01,FNC,0.0,1.0
910,SK,FNC,25,19.0,0.0,0.0,19,24.0,0.0,0.0,107600,92700.0,56,40.0,0.0,0.0,1,0,EU,EU,2097,2013-07-01,SK,1.0,0.0
911,ALL,GIA,13,0.0,0.0,0.0,0,13.0,0.0,0.0,62250,43573.0,39,0.0,0.0,0.0,1,0,EU,EU,1164,2013-02-18,ALL,1.0,0.0
912,WF,PTS,0,,0.0,,0,,0.0,,0,,0,,0.0,,0,1,EU,EU,1532,NULL,PTS,0.0,1.0
913,ROC,SK,21,7.0,1.0,0.0,7,21.0,2.0,3.0,79869,68875.0,42,9.0,9.0,3.0,1,0,EU,EU,646,2014-07-11,ROC,1.0,0.0
914,GF,COG,7,26.0,0.0,0.0,26,7.0,0.0,0.0,43134,66226.0,6,43.0,0.0,0.0,0,1,US,US,1494,NULL,COG,0.0,1.0
915,PD,FRS,18,1.0,0.0,0.0,1,18.0,0.0,0.0,44637,25322.0,47,3.0,0.0,0.0,1,0,EU,EU,1584,NULL,PD,1.0,0.0
916,SK,Dragonborns,3,13.0,0.0,0.0,13,3.0,0.0,0.0,57382,71201.0,9,25.0,0.0,0.0,0,1,EU,EU,1165,2013-02-18,Dragonborns,0.0,1.0
917,Dragonborns,Against All Authority,16,9.0,0.0,0.0,14,10.0,0.0,0.0,54417,29033.0,24,18.0,0.0,0.0,0,1,EU,EU,1200,2013-03-17,Against All Authority,0.0,1.0
918,GMB,NIP,14,22.0,0.0,0.0,22,14.0,0.0,0.0,72800,78600.0,32,63.0,0.0,0.0,0,1,RU,EU,2098,2013-07-01,NIP,0.0,1.0
919,PTS,CSG,11,21.0,0.0,0.0,21,11.0,0.0,0.0,67063,83006.0,25,54.0,0.0,0.0,0,1,EU,EU,1534,2014-03-01,CSG,0.0,1.0
920,GIA,NIP,15,9.0,0.0,0.0,10,11.0,0.0,0.0,72701,48050.0,38,17.0,0.0,0.0,1,0,EU,EU,1166,2013-02-18,GIA,1.0,0.0
921,DNL,AG,23,9.0,0.0,0.0,9,23.0,0.0,0.0,56907,45977.0,53,22.0,0.0,0.0,1,0,US,US,1495,NULL,DNL,1.0,0.0
922,CST,CRS,13,4.0,0.0,0.0,4,13.0,0.0,0.0,61482,39342.0,29,12.0,0.0,0.0,1,0,US,US,1882,2013-07-12,CST,1.0,0.0
923,ALL,Team ALTERNATE,2,21.0,0.0,0.0,21,2.0,0.0,0.0,48500,68400.0,3,47.0,0.0,0.0,0,1,EU,PL,2099,2013-07-01,Team ALTERNATE,0.0,1.0
