teamname1,teamname2,kills1,kills2,baronkills1,baronkills2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,scheduleid
GIA,ALL,19,11,0,0,11,19,0,0,58735,46485,49,18,0,0,1239
CA,XDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
H2K,SKP,8,16,0,0,16,8,0,0,53996,72904,18,47,0,0,1597
CA,XDG,21,14,0,0,14,21,0,0,70696,61667,53,38,0,0,1500
FNC,Dragonborns,12,4,0,0,4,12,0,0,51120,38212,24,4,0,0,1240
WIN,Anarchy,17,26,0,1,26,17,3,1,59970,71260,45,60,3,10,1669
PRO,COG,20,5,0,0,5,20,0,0,56132,39274,50,10,0,0,1501
GIA,Against All Authority,11,1,0,0,2,7,0,0,50655,18216,34,4,0,0,1241
GMB,SK,3,22,0,0,22,3,0,0,46858,66598,3,56,0,0,1242
PRO,COG,13,20,0,0,20,13,0,0,48547,55685,19,46,0,0,1501
SKS,SSW,3,17,0,0,21,3,0,0,43000,52000,7,35,0,0,1666
G2d,NIP-2,6,20,0,0,20,7,0,0,52674,72110,8,42,0,0,1598
PRO,COG,24,5,0,0,5,24,0,0,69728,45448,48,5,0,0,1501
WIN,Anarchy,25,9,0,1,9,25,3,1,60162,47083,44,17,9,1,1669
Dragonborns,SK,7,19,0,0,19,7,0,0,45458,61338,14,43,0,0,1244
CST,T8,24,11,0,0,11,24,0,0,68433,59059,68,28,0,0,1502
SKS,SSW,3,14,0,0,15,3,0,0,45000,56000,9,26,0,0,1666
G2d,NIP-2,15,26,0,0,26,15,0,0,82187,92985,33,58,0,0,1598
CST,T8,17,7,0,0,7,17,0,0,50131,37106,40,12,0,0,1502
WIN,Anarchy,13,25,1,1,25,13,3,2,64561,77287,31,60,4,10,1669
FNC,SK,18,21,0,0,21,18,0,0,81240,74106,43,65,0,0,1246
CA,PRO,30,9,0,0,9,30,0,0,74060,52450,68,16,0,0,1503
SKT,SKS,16,1,0,0,1,16,0,0,58533,37525,40,2,0,0,1601
GMB,GIA,18,14,0,0,14,18,0,0,66283,54837,34,22,0,0,1247
CA,PRO,24,14,0,0,14,24,0,0,76787,61304,43,26,0,0,1503
CST,CA,13,11,0,0,11,13,0,0,81290,75991,37,29,0,0,1504
SKP,NIP-2,23,11,0,0,11,23,0,0,66915,47541,60,23,0,0,1599
FNC,ALL,23,9,0,0,9,23,0,0,45816,28207,47,20,0,0,1248
SSG,SBE,9,5,2,0,5,10,2,2,53099,45263,35,10,8,2,1670
NIP,Dragonborns,18,7,0,0,5,21,0,0,56451,48336,45,11,0,0,1249
SKP,NIP-2,22,31,0,0,31,22,0,0,82587,78210,54,73,0,0,1599
SKT,SKS,16,20,0,0,20,16,0,0,61521,73748,38,49,0,0,1601
SSG,SBE,14,9,1,0,9,14,2,3,70903,57907,38,24,9,2,1670
Prime Optimus,KTA,3,18,0,0,18,3,0,0,35244,55586,6,32,0,0,1602
Dragonborns,GMB,9,14,0,0,14,9,0,0,34344,49266,13,29,0,0,1251
NIP,GIA,19,12,0,0,9,23,0,0,54235,52253,35,15,0,0,1252
ALL,GMB,23,8,0,0,8,23,0,0,76022,62227,53,21,0,0,1253
Prime Optimus,KTA,6,16,0,0,16,6,0,0,38119,56897,15,33,0,0,1602
FNC,NIP,7,18,0,0,22,6,0,0,64813,60226,13,44,0,0,1254
Dragonborns,FNC,14,34,0,0,34,14,0,0,39534,58380,28,71,0,0,1255
SSG,Xenics Storm,19,10,2,0,10,19,3,1,65299,51276,48,22,10,2,1671
GMB,Against All Authority,27,6,0,0,11,16,0,0,63817,28328,66,14,0,0,1256
T8,PRO,6,20,0,0,20,6,0,0,36767,52201,9,45,0,0,1505
SK,GIA,42,22,0,0,22,42,0,0,99281,88247,103,49,0,0,1257
T8,PRO,27,20,0,0,20,27,0,0,79333,65322,53,49,0,0,1505
T8,PRO,18,4,0,0,4,18,0,0,44856,34390,22,5,0,0,1505
SSG,Xenics Storm,22,10,2,0,10,24,5,1,81279,69311,52,22,8,5,1671
PRO,KBK,14,5,0,0,5,14,0,0,46901,33323,33,7,0,0,1460
EFG,FFG,10,8,0,0,8,10,0,0,61041,52811,22,16,0,0,1461
PRO,EFG,22,8,0,0,8,22,0,0,54561,39670,60,11,0,0,1462
T8,NF,14,19,0,0,19,14,0,0,71165,76531,30,52,0,0,1463
SBE,Xenics Storm,4,11,0,2,11,4,2,4,68111,82960,8,30,3,10,1672
SKT,Prime Optimus,23,13,0,0,13,23,0,0,78364,59348,53,29,0,0,1603
SKT,Prime Optimus,19,7,0,0,7,19,0,0,52592,32545,39,16,0,0,1603
SKS,KTA,13,11,0,0,11,13,0,0,63803,58319,25,26,0,0,1604
GIA,FNC,16,27,0,0,27,16,0,0,57659,74074,22,40,0,0,1259
SKS,KTA,19,9,0,0,9,19,0,0,58119,45530,39,22,0,0,1604
NIP,GMB,21,14,0,0,13,26,0,0,72572,80122,45,29,0,0,1260
SBE,Xenics Storm,28,13,1,1,13,28,6,1,93113,80180,74,37,10,3,1672
TBS,CF,25,9,1,0,9,25,3,0,64776,45414,62,16,11,2,2334
KTA,SKT,28,7,0,0,7,28,0,0,75079,52447,62,19,0,0,1605
KTA,SKT,23,9,0,0,9,23,0,0,58920,44966,55,10,0,0,1605
NF,AOE,8,26,0,0,26,8,0,0,41593,59848,25,72,0,0,1465
TGF,PWN,18,13,0,0,13,18,0,0,66585,46505,30,26,0,0,1466
Prime Optimus,SKS,9,3,0,0,3,9,0,0,59083,44843,25,4,0,0,1606
H2K,G2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
TBS,CF,21,3,1,0,3,21,3,0,55951,36295,41,6,9,0,2334
AT,SKP,9,25,0,2,25,9,0,3,45881,65608,17,53,1,10,2335
ALL,SK,12,5,0,0,5,12,0,0,58016,44284,36,14,0,0,1262
Prime Optimus,SKS,20,7,0,0,7,20,0,0,75545,55448,43,17,0,0,1606
SKT,SKS,11,3,0,0,3,11,0,0,45728,32058,28,8,0,0,1607
TGF,NDG,23,8,0,0,9,23,0,0,62669,43967,63,26,0,0,1468
MOR,CA,7,21,0,0,21,7,0,0,42108,60255,12,44,0,0,1469
DNL,TFX,14,9,0,0,9,14,0,0,47455,34169,34,16,0,0,1470
CA,DNL,19,10,0,0,10,19,0,0,79687,64718,45,21,0,0,1471
ALL,NIP,6,19,0,0,19,3,0,0,41671,49246,16,42,0,0,1263
RFS,G2d,10,21,0,1,21,10,3,1,42844,62273,22,61,1,10,2336
ALL,NIP,10,1,0,0,1,5,0,0,55141,33869,22,2,0,0,1263
FNC,ALL,22,11,0,0,11,22,0,0,63769,50573,66,29,0,0,1265
RFS,G2d,14,22,0,1,22,14,1,4,59558,77229,27,40,3,9,2336
FNC,ALL,5,16,0,0,17,5,0,0,72049,79182,13,34,0,0,1265
FNC,ALL,18,13,0,0,13,18,0,0,57013,49515,47,30,0,0,1265
GMB,SK,14,9,0,0,9,14,0,0,57432,41514,28,15,0,0,1266
NVO,RGN,19,6,2,0,6,19,3,1,55965,37213,43,14,9,4,2337
CJE,Midas FIO,23,4,0,0,4,23,0,0,69656,49536,57,13,0,0,1608
NVO,RGN,17,6,0,0,7,17,2,0,42297,31839,18,9,7,1,2337
CJE,Midas FIO,32,7,0,0,7,32,0,0,64828,41993,67,8,0,0,1608
TE,CWA,14,31,0,1,31,14,1,3,49046,69589,27,67,1,11,2338
RAO,XVT,15,11,0,0,11,15,0,0,59576,60539,30,36,0,0,1473
SSW,Team Mineski,32,8,0,0,8,32,0,0,48379,30302,62,11,0,0,1357
TE,CWA,15,25,0,1,25,15,2,2,50424,63704,41,63,3,11,2338
FFG,XVT,24,11,0,0,11,24,0,0,62036,53945,54,23,0,0,1474
GMB,SK,19,2,0,0,2,19,0,0,41350,26017,36,4,0,0,1266
XDG,FFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
GMB,FNC,26,13,0,0,13,26,0,0,69117,54546,38,13,0,0,1267
FNA,DD,5,12,0,1,12,5,0,3,41642,54717,9,30,1,8,2339
GMB,FNC,8,18,0,0,18,8,0,0,60816,77089,8,40,0,0,1267
SSW,GMB,12,25,0,0,25,12,0,0,61076,70044,31,55,0,0,1358
XDG,FFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
nM,TTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555
Gamania Bears,SKT,8,20,0,0,20,8,0,0,42060,55675,15,49,0,0,1359
GMB,FNC,28,17,0,0,17,28,0,0,84901,72914,49,31,0,0,1267
PRO,AOE,18,18,0,0,18,18,0,0,93251,91184,52,55,0,0,1476
Gamania Bears,SKT,5,28,0,0,28,6,0,0,28588,51036,10,56,0,0,1359
PRO,AOE,18,20,0,0,20,18,0,0,63441,58391,50,50,0,0,1476
GMB,FNC,21,20,0,0,20,21,0,0,74047,84685,48,43,0,0,1267
FNA,DD,3,19,0,1,19,3,0,5,42170,58322,8,44,0,7,2339
GMB,FNC,8,21,0,0,21,8,0,0,55840,77201,23,56,0,0,1267
CST,TGF,15,2,0,0,2,15,0,0,56915,40303,47,7,0,0,1477
SMW,MBJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556
MSP,RCK,11,3,1,0,3,11,2,1,50144,35095,27,6,9,0,2340
SSW,IM1,18,11,0,0,11,18,0,0,70841,53845,48,26,0,0,1609
GMB,NBS,21,12,0,0,12,21,0,0,67978,60095,64,35,0,0,1360
MSP,RCK,14,17,0,2,17,14,1,4,61291,69886,31,34,4,9,2340
GMB,NBS,4,21,0,0,21,4,0,0,29920,49063,10,44,0,0,1360
CST,TGF,21,11,0,0,11,21,0,0,73580,59208,54,36,0,0,1477
SK,ALL,10,21,0,0,21,10,0,0,57508,66257,25,55,0,0,1268
nM,SMW,21,15,0,0,15,21,0,0,87668,89504,56,42,0,0,1557
SSW,IM1,18,6,0,0,6,18,0,0,59915,39750,45,16,0,0,1609
MSP,RCK,20,8,0,1,8,20,5,0,69355,54116,36,14,11,2,2340
SK,ALL,8,12,0,0,12,8,0,0,49330,62611,19,29,0,0,1268
GMB,NBS,8,17,0,0,17,8,0,0,52220,67252,21,37,0,0,1360
SIN,OG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341
RYL,OMG,15,13,0,0,13,15,0,0,52111,45437,40,30,0,0,1361
RYL,OMG,20,9,0,0,9,20,0,0,41880,33428,52,16,0,0,1361
AHQ,DOR,26,7,0,0,7,26,2,2,64463,48238,58,10,10,1,1064
IM1,Midas FIO,16,7,0,0,7,16,0,0,60366,45859,41,21,0,0,1610
FNC,C9,20,9,0,0,9,20,0,0,54619,47057,53,25,0,0,1362
TBS,SKP,0,16,0,0,16,0,0,3,33609,48279,0,29,1,6,2342
FNC,C9,14,23,0,0,23,14,0,0,52202,65514,32,58,0,0,1362
DOR,LGS,6,25,0,1,25,6,0,3,39236,58289,10,63,3,9,1065
FNC,C9,26,2,0,0,2,26,0,0,48737,35829,68,6,0,0,1362
IM1,Midas FIO,29,7,0,0,7,29,0,0,64785,45062,63,18,0,0,1610
TBS,SKP,28,21,2,0,21,28,4,2,80920,72081,56,54,7,8,2342
TPA,AHQ,26,21,2,0,21,26,2,4,82192,71762,70,51,10,7,1066
SSW,CJE,17,4,0,0,4,17,0,0,69813,52510,37,9,0,0,1611
TBS,SKP,9,25,0,1,25,9,1,3,51583,70143,20,78,3,10,2342
LGS,NGU,16,17,0,1,18,16,2,2,58451,67229,37,34,5,8,1067
SSW,CJE,25,22,0,0,22,25,0,0,86684,78746,53,53,0,0,1611
G2d,NVO,12,23,0,1,23,12,1,4,56469,71417,23,49,4,11,2343
G2d,NVO,21,11,1,0,11,21,1,3,61518,50567,51,18,9,6,2343
NGU,AHQ,15,34,0,1,34,15,1,3,57274,74003,24,65,3,11,1068
MSE,HKE,13,29,0,1,29,13,0,4,49049,65423,34,65,4,9,1069
G2d,NVO,9,23,0,2,23,9,2,3,51586,70919,24,72,1,11,2343
MSE,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070
FW,TPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071
HKE,LGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072
FFG,PRO,4,12,0,0,12,4,0,0,40228,52789,10,35,0,0,1479
CST,CA,12,4,0,0,4,12,0,0,55419,36145,32,11,0,0,1480
G2d,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558
CST,CA,7,15,0,0,15,7,0,0,54627,73752,18,43,0,0,1480
MSE,TPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073
CJE,IM1,20,3,0,0,3,20,0,0,54282,33689,50,5,0,0,1612
ADV,HB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559
HKE,DOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075
CST,CA,21,3,0,0,3,21,0,0,67996,47473,48,8,0,0,1480
PRO,CST,13,27,0,0,29,13,0,0,104433,108335,36,81,0,0,1481
AHQ,HKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
G2d,HB,17,2,0,0,2,17,0,0,60788,42812,43,4,0,0,1560
PRO,CST,9,23,0,0,23,9,0,0,51641,70357,16,39,0,0,1481
Team Profile,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561
FFG,CA,7,20,0,0,20,7,0,0,42690,61272,10,40,0,0,1482
HKE,TPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
LBS,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562
CWA,DD,20,8,2,0,8,21,4,0,60127,42085,37,22,10,2,2344
AHQ,MSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082
CJE,IM1,18,8,0,0,8,18,0,0,53808,40557,40,15,0,0,1612
MSE,DOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084
FW,NGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085
AHQ,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086
HKE,NGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087
MSP,OG,13,18,0,2,18,13,3,2,63586,80528,29,44,4,11,2345
Midas FIO,SSW,5,24,0,0,24,5,0,0,30661,51454,9,59,0,0,1613
CN,LBS,10,24,0,0,24,10,0,0,56523,74127,30,61,0,0,1563
Midas FIO,SSW,9,30,0,0,30,9,0,0,32628,51364,25,50,0,0,1613
FW,HKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091
vVv,STN,17,5,0,0,5,17,0,0,71421,54947,39,11,0,0,1448
MSE,AHQ,20,25,0,1,25,20,2,3,72499,73703,59,63,8,7,1092
AHQ,LGS,21,8,1,0,8,21,2,2,57287,38962,37,17,11,1,1093
C9T,TBP,24,6,0,0,6,24,0,0,56071,40761,52,11,0,0,1450
T8,KOT,12,14,0,0,14,12,0,0,68350,60033,27,35,0,0,1451
LMQ,T8,12,24,0,0,24,12,0,0,59989,80191,30,46,0,0,1452
LMQ,T8,13,1,0,0,1,13,0,0,48250,33739,29,1,0,0,1452
LMQ,T8,22,9,0,0,9,22,0,0,62935,45426,45,15,0,0,1452
MSP,OG,4,18,0,1,18,4,0,3,39135,51588,10,40,3,5,2345
PRO,vVv,12,8,0,0,8,12,0,0,71847,67661,36,16,0,0,1453
AG,MAG,1,13,0,1,13,1,1,3,39421,51846,1,32,2,7,2312
TPA,MSE,22,7,0,1,7,22,4,0,57392,42172,47,15,9,3,1095
PRO,vVv,22,30,0,0,30,22,0,0,76800,87622,59,57,0,0,1453
PRO,vVv,7,17,0,0,17,7,0,0,50750,60832,18,32,0,0,1453
CLR,CA,6,16,0,0,16,6,0,0,56494,68479,19,35,0,0,1454
AG,MAG,11,14,1,1,14,11,2,3,66402,66395,37,33,6,8,2312
ODY,FCN,22,8,1,0,8,22,3,0,59177,41775,36,17,9,1,2313
CLR,CA,9,19,0,0,19,9,0,0,45621,60851,24,46,0,0,1454
CLB,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455
CLB,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455
NBS,JAF,24,14,0,0,14,24,0,0,73704,56485,51,30,0,0,1614
LMQ,vVv,13,3,0,0,3,13,0,0,45302,28345,27,6,0,0,1456
LMQ,vVv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456
CA,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457
CA,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457
SSB,JAF,26,10,0,0,10,26,0,0,74079,58404,78,22,0,0,1615
FW,MSE,21,7,0,0,7,21,3,0,53383,39316,39,22,9,2,1096
TPA,FW,5,14,0,0,14,5,0,0,61342,72206,13,37,0,0,1097
SSB,JAF,19,4,0,0,4,19,0,0,49618,29868,46,10,0,0,1615
AHQ,DOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098
NGU,FW,3,18,0,1,18,4,0,3,32919,51457,8,47,2,9,1099
FW,LGS,16,8,1,0,8,16,4,2,71918,58763,53,19,10,4,1100
NGU,HKE,6,26,0,1,26,6,0,4,41988,65396,12,66,1,10,1101
MSE,NGU,19,8,1,0,8,19,3,0,56042,40576,46,16,9,1,1102
TPA,LGS,27,7,0,0,7,27,3,0,63297,40476,76,17,11,1,1103
SKT,NBS,12,17,0,0,17,12,0,0,68183,75236,31,33,0,0,1363
SKT,NBS,18,5,0,0,5,18,0,0,52267,35234,40,8,0,0,1363
LMQ,C9T,15,2,0,0,2,15,0,0,67600,46073,38,6,0,0,1458
SKT,NBS,11,24,0,0,24,11,0,0,52608,64686,21,49,0,0,1363
MSE,LGS,26,41,2,2,41,26,2,6,88515,107057,61,101,8,9,1104
LMQ,C9T,19,10,0,0,10,19,0,0,84661,64895,34,28,0,0,1458
SKT,NBS,20,7,0,0,7,20,0,0,43314,26037,32,14,0,0,1363
TPA,HKE,12,7,0,0,7,12,0,0,78295,70103,41,19,0,0,1105
vVv,CA,22,24,0,0,24,22,0,0,78227,90488,43,44,0,0,1459
SKT,NBS,8,7,0,0,7,8,0,0,45149,36084,16,11,0,0,1363
vVv,CA,9,19,0,0,19,9,0,0,49054,69776,19,42,0,0,1459
FW,AHQ,26,11,0,0,11,26,0,0,66747,50678,74,32,0,0,1106
RYL,FNC,17,7,0,0,7,17,0,0,50471,34784,41,9,0,0,1364
ODY,FCN,22,5,2,0,6,22,5,0,61158,40273,67,13,11,0,2313
CFG,YSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426
LMQ,VVV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429
C9T,FFG,18,9,0,1,9,18,5,0,63767,54515,41,22,8,4,2314
KT,SSB,18,3,0,0,3,18,0,0,53316,38229,42,6,0,0,1616
RYL,FNC,18,21,0,0,21,18,0,0,48587,44045,47,37,0,0,1364
RYL,FNC,1,24,0,0,24,1,0,0,37978,53500,1,51,0,0,1364
HKE,FW,5,22,0,0,22,5,0,3,33231,51766,10,45,0,10,1107
KT,SSB,12,19,0,0,19,12,0,0,58574,64773,24,51,0,0,1616
RYL,FNC,29,40,0,0,41,29,0,0,80792,78743,72,98,0,0,1364
DOR,AHQ,10,27,0,1,27,10,0,3,43559,63468,17,57,2,9,1108
SKT,RYL,18,9,0,0,9,18,0,0,53875,37751,40,25,0,0,1365
SKT,RYL,30,19,0,0,19,30,0,0,65587,49820,64,47,0,0,1365
KT,NBS,12,16,0,0,16,12,0,0,88718,96896,31,37,0,0,1617
KT,NBS,18,11,0,0,11,18,0,0,76545,67594,48,17,0,0,1617
AHQ,TPA,7,15,0,2,15,7,3,3,71967,80468,15,42,4,8,1110
SKT,RYL,12,2,0,0,2,12,0,0,39873,24447,21,3,0,0,1365
NGU,LGS,18,22,0,1,22,18,2,4,70446,76541,40,58,6,7,1111
OMG,FNC,20,5,0,0,5,20,0,0,70765,52794,67,7,0,0,1305
TPA,SKT,8,16,0,0,16,8,0,0,40065,58076,15,44,0,0,1306
JAF,KT,1,12,0,0,12,1,0,0,42206,60285,3,26,0,0,1618
CA,NBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435
JAF,KT,18,32,0,0,32,18,0,0,54239,65740,37,59,0,0,1618
AHQ,NGU,27,5,1,0,5,27,3,0,61433,37781,50,5,9,0,1112
FNC,C9,7,14,0,0,14,7,0,0,59969,62981,15,40,0,0,1307
TNT,CLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
CLB,C9T,8,23,0,1,23,9,1,5,52657,65788,23,60,3,10,2320
HKE,MSE,24,13,1,0,13,24,5,0,76620,59935,60,31,10,5,1113
C9T,CLR,10,16,0,0,16,10,0,0,58158,71545,25,57,0,0,1439
SSB,NBS,16,5,0,0,5,16,0,0,72923,55283,42,6,0,0,1619
C9T,CLR,14,17,0,0,17,14,0,0,72790,79831,34,44,0,0,1439
FW,DOR,23,8,0,0,8,23,0,0,55198,36101,50,21,0,0,1114
CLB,C9T,15,7,2,0,7,15,3,2,72937,59483,46,19,9,4,2320
OMG,TPA,27,9,0,0,9,27,0,0,60228,40106,46,19,0,0,1308
YSO,LMQ,6,19,0,0,19,6,0,0,41168,60021,13,36,0,0,1440
DOR,HKE,13,26,0,1,26,13,1,2,53205,68125,23,62,4,8,1115
SSB,NBS,25,9,0,0,9,25,0,0,64970,45938,60,10,0,0,1619
YSO,LMQ,6,19,0,0,19,6,0,0,41168,60021,13,36,0,0,1440
NGU,DOR,24,17,1,0,17,24,2,2,65590,51225,64,34,8,3,1116
CLB,CA,12,3,0,0,3,12,0,0,55394,37688,25,6,0,0,1441
CLB,CA,23,15,0,0,15,23,0,0,72866,55507,49,26,0,0,1441
COG,vVv,22,7,0,0,7,22,0,0,69134,49948,62,24,0,0,1442
COG,vVv,7,20,0,0,20,7,0,0,55019,72946,24,58,0,0,1442
COG,vVv,22,16,0,0,17,22,0,0,94973,86470,51,41,0,0,1442
CJB,IMiracle,19,13,0,0,13,19,0,0,98041,82702,47,35,0,0,1620
CLR,LMQ,8,27,0,0,27,8,0,0,33328,55149,19,33,0,0,1443
CLR,LMQ,11,37,0,0,37,11,0,0,37379,62024,13,72,0,0,1443
CLB,COG,12,5,0,0,5,12,0,0,49017,33355,30,10,0,0,1444
SKT,OMG,26,15,0,0,15,26,0,0,64682,47289,45,21,0,0,1310
CLB,COG,20,7,0,0,7,20,0,0,66114,50161,40,14,0,0,1444
C9,TPA,19,8,0,0,8,19,0,0,63542,47605,44,15,0,0,1311
LMQ,CLB,20,7,0,0,7,20,0,0,65939,47860,49,11,0,0,1445
LMQ,CLB,21,14,0,0,14,21,0,0,72562,66673,59,23,0,0,1445
CLR,COG,14,30,0,0,30,14,0,0,55217,68909,34,54,0,0,1446
CLR,COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446
ZEN,TLA,7,18,0,1,18,8,2,3,44427,58865,12,50,3,8,2309
CLR,COG,24,19,0,0,19,24,0,0,61738,54751,66,34,0,0,1446
DOR,TPA,1,19,0,0,19,1,0,3,29199,47384,3,49,1,9,1118
ZEN,TLA,5,27,0,1,27,6,0,3,35223,56480,8,54,0,10,2309
,AKA,26,6,1,0,6,26,3,1,66419,47437,65,10,10,1,2310
,AKA,21,13,3,0,13,21,4,1,80844,65807,48,38,11,3,2310
TPA,NGU,18,2,1,0,2,18,3,0,58900,40405,36,1,9,1,1119
KDM,Xenics Storm,13,3,0,0,3,13,0,0,49387,35656,27,7,0,0,1621
IMG,,5,19,0,4,19,5,2,4,66855,87336,11,46,3,10,2319
MSE,NGU,19,10,0,0,10,19,3,1,50516,39572,48,18,8,2,1120
C9,OMG,19,10,0,0,10,19,0,0,69089,49425,47,26,0,0,1313
FW,DOR,17,3,0,0,3,17,2,0,45495,28831,40,8,9,1,1121
KDM,Xenics Storm,19,17,0,0,17,19,0,0,105650,107221,38,53,0,0,1621
HKE,DOR,34,13,1,0,13,34,3,1,70321,47176,85,31,11,2,1122
Xenics Storm,IMiracle,2,18,0,0,18,2,0,0,34074,56107,6,34,0,0,1622
AHQ,HKE,9,25,0,1,25,9,1,5,61494,74555,26,67,6,9,1123
Xenics Storm,IMiracle,12,23,0,0,23,12,0,0,38110,57398,20,39,0,0,1622
LGS,MSE,19,16,0,0,16,20,1,3,61590,53068,57,39,8,2,1124
HKE,TPA,25,25,1,2,25,25,3,5,101164,95196,81,75,8,8,1125
KDM,CJB,11,10,0,0,10,11,0,0,76860,82494,20,27,0,0,1623
KDM,CJB,20,6,0,0,6,20,0,0,66859,47600,32,12,0,0,1623
DOR,NGU,5,19,0,1,19,5,0,3,34534,50314,4,45,1,8,1126
IMG,,2,15,0,0,15,2,0,2,29537,42553,7,36,0,8,2319
C9,OMG,7,19,0,0,19,7,0,0,56486,70433,8,41,0,0,1315
TPA,DOR,18,2,0,0,2,18,2,0,44848,25212,31,4,11,0,1127
C9,OMG,6,19,0,0,19,6,0,0,44221,59519,5,39,0,0,1315
MSE,DOR,18,4,0,0,4,18,3,0,49952,33639,40,4,10,1,1128
CJB,Xenics Storm,11,3,0,0,3,11,0,0,56711,39596,25,8,0,0,1624
FNC,TSM,15,6,2,0,6,15,2,1,57732,45258,34,18,11,2,1802
CJB,Xenics Storm,21,12,0,0,12,21,0,0,61438,41521,64,24,0,0,1624
DOR,LGS,8,24,0,1,24,8,0,3,46059,63659,13,50,2,10,1129
LGS,NGU,22,28,0,1,28,22,2,2,50997,57956,44,60,5,7,1131
BJK,SKT,4,19,0,1,19,4,0,3,33505,50814,6,39,0,10,1803
SKT,FNC,21,6,0,0,6,21,0,0,51995,36523,43,14,0,0,1316
SKT,OMG,14,18,0,0,19,14,0,0,88273,77191,29,38,0,0,1317
SKT,OMG,25,11,0,0,11,25,0,0,61128,40467,45,18,0,0,1317
EDG,AHQ,28,10,1,0,11,28,3,0,69642,51838,75,34,9,3,1804
SKT,OMG,25,4,0,0,4,25,0,0,45942,27029,39,10,0,0,1317
ASC,GIA,24,22,2,0,22,24,1,4,72245,74520,72,62,6,8,1287
DP,AHQ,8,19,0,1,19,8,0,5,56088,75887,17,38,2,10,1367
IMiracle,KDM,19,13,0,0,14,19,0,0,82419,93714,53,36,0,0,1625
IMiracle,KDM,9,12,0,0,12,9,0,0,44147,52033,21,28,0,0,1625
SSW,AHQ,34,12,0,0,12,34,1,0,52737,30039,64,24,10,0,1368
HKE,MSE,22,7,1,0,7,22,3,0,54721,36848,38,16,9,1,1133
MSE,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134
FW,TPA,18,12,0,2,12,19,3,2,75625,68979,36,35,10,2,1135
ASC,GIA,9,25,0,1,25,9,0,4,50132,71683,24,43,3,11,1287
HKE,LGS,23,15,2,0,15,23,3,3,80969,64912,62,29,9,5,1136
MSE,TPA,3,20,0,1,20,3,1,3,36900,56018,9,43,1,10,1137
MSE,DOR,29,13,0,0,13,29,4,0,57268,48172,55,35,7,2,1138
NGU,FW,7,22,0,0,22,7,0,3,39160,60347,20,50,1,11,1139
KDM,CJB,19,11,0,0,11,19,0,0,85980,69344,46,21,0,0,1626
AHQ,FW,14,34,0,1,34,14,0,2,45459,67316,30,73,0,11,1140
HKE,NGU,33,7,1,0,7,33,1,2,63860,36185,88,17,11,1,1141
RG,SKP,3,29,0,1,29,3,0,3,43235,66974,4,74,4,10,1288
NGU,TPA,3,23,0,0,23,3,0,3,28801,48745,4,56,0,10,1142
TPA,LGS,6,18,0,2,18,6,2,3,54055,71786,13,41,3,11,1143
RG,SKP,17,11,1,0,11,17,3,1,69952,54588,45,25,9,4,1288
AHQ,MSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144
RG,SKP,28,24,1,1,24,28,4,0,78062,64671,64,53,9,4,1288
LGS,AHQ,10,30,0,1,30,10,2,1,46820,65051,25,74,4,10,1145
