scheduleid,name_1,name_2,name_1_win,name_2_win,name_1_country,name_2_country
11166,NaVi,mouz,1,0,,EU
11180,Zenith,mouz,1,0,SG,EU
11183,mouz,Zenith,1,0,EU,SG
5303,mouz,d d,3,1,EU,
5307,RoX.KIS,mouz,0,2,RU,EU
5312,mouz,EG,2,0,EU,US
5314,mouz,d d,0,2,EU,
5319,QPAnDa,mouz,0,1,,EU
5320,mouz,QPAnDa,1,0,EU,
5323,EG,mouz,1,0,US,EU
5324,mouz,EG,0,1,EU,US
5327,mouz,iCCup Team,1,0,EU,
5328,iCCup Team,mouz,1,0,,EU
5329,mouz,iCCup Team,1,0,EU,
5137,mouz,EHOME,0,1,EU,CN
5159,mouz,LGD,0,1,EU,CN
5162,LGD,mouz,1,0,CN,EU
5175,mouz,Zenith,0,1,EU,SG
5178,Zenith,mouz,1,0,SG,EU
5186,mouz,EG,0,1,EU,US
5190,EG,mouz,1,0,US,EU
5206,mouz,DK,0,1,EU,CN
5210,DK,mouz,1,0,CN,EU
5239,mouz,CLG,0,1,EU,AE
5242,CLG,mouz,1,0,AE,EU
5261,Zenith,mouz,0,1,,EU
5046,Ahead.kz,mouz,1,0,KZ,EU
5047,mouz,Ahead.kz,0,1,EU,KZ
5057,VP,mouz,0,1,PL,EU
5058,mouz,VP,0,1,EU,PL
5059,VP,mouz,0,1,PL,EU
2411,EP,AD Gaming,3,2,,CN
9882,VP,Fnatic,0,1,PL,EU
9888,Alliance,VP,1,0,SE,PL
10049,TT,VP,1,2,CX,PL
9892,VP,VP,1,0,PL,PL
9364,PR,VP,1,1,BY,PL
9369,C91,VP,1,1,US,PL
10090,Secret,VP,2,1,EU,PL
10128,VP,PR,2,0,PL,BY
9621,VP,NVMI,0,1,PL,UA
9623,NVMI,VP,1,0,UA,PL
10036,VP,KPG,1,0,PL,
10041,VP,B^N,1,0,PL,KG
10068,VP,TP,1,0,PL,
10134,SFZ,VP,0,1,UA,PL
10186,VP,EFA,1,0,PL,
11385,VP,MVP.phx,0,1,PL,KR
11386,MVP.phx,VP,1,0,KR,PL
25810,LGD,Tongfu,2,0,CN,CN
20867,Tongfu,EHOME.L,0,2,CN,CN
20863,Tongfu,Bheart,1,1,CN,CN
20859,Tongfu,Newbee.y,0,2,CN,CN
20854,WAY,Tongfu,2,0,CN,CN
20848,DB,Tongfu,2,0,CN,CN
20842,AVALON,Tongfu,0,2,CN,CN
20834,EHOME.K,Tongfu,0,2,CN,CN
20710,Tongfu,LFY,0,2,CN,CN
20827,VG.J,Tongfu,1,1,CN,CN
20825,Tongfu,FTD.A1,0,2,CN,CN
20706,iG.V,Tongfu,2,0,CN,CN
19529,Tongfu,CDEC.A,0,2,CN,CN
19517,FTD.C,Tongfu,2,0,CN,CN
19196,CDEC.A,Tongfu,0,1,CN,CN
19199,CDEC,Tongfu,1,0,CN,CN
19195,MVP.phx,Tongfu,1,0,KR,CN
18273,iG.V,Tongfu,0,2,CN,CN
18272,CDEC.Y,Tongfu,1,1,CN,CN
17907,VG.R,Tongfu,0,2,CN,CN
17908,VG,Tongfu,0,2,CN,CN
18301,CDEC.A,Tongfu,0,1,CN,CN
18444,iG.V,Tongfu,1,0,CN,CN
18441,VG,Tongfu,1,0,CN,CN
18437,Ehome,Tongfu,1,0,CN,CN
18436,iG,Tongfu,1,0,CN,CN
18421,Tongfu,VG.R,0,1,CN,CN
18418,Tongfu,CDEC.Y,0,1,CN,CN
18411,Tongfu,WINGS,0,1,CN,CN
18408,Tongfu,Newbee.Y,1,0,CN,CN
18400,CDEC,Tongfu,1,0,CN,CN
18307,EHOME.L,Tongfu,0,1,CN,CN
18305,CDEC.Y,Tongfu,0,1,CN,CN
18304,EHOME,Tongfu,1,0,CN,CN
17903,Newbee,Tongfu,1,1,CN,CN
18221,Tongfu,VG,0,2,CN,CN
18215,Tongfu,WAY,1,1,CN,CN
18079,Tongfu,FTD.C,0,2,CN,CN
18069,Tongfu,EHOME.K,1,1,CN,CN
17933,Tongfu,WAY,2,0,CN,CN
17931,VG.R,Tongfu,1,2,CN,CN
17892,Tongfu,CDEC.A,2,0,CN,CN
17929,iG.V,Tongfu,2,0,CN,CN
17641,Tongfu,Bheart,2,1,CN,CN
17495,Tongfu,WAY,1,0,CN,CN
17475,VG.R,Tongfu,2,0,CN,CN
17489,Tongfu,MAX.X,1,0,CN,CN
17462,Tongfu,Wings,1,1,CN,CN
17488,AVALON,Tongfu,1,0,CN,CN
17484,Tongfu,CDEC.A,1,0,CN,CN
16805,Tongfu,HTML,2,0,CN,CN
17211,Tongfu,CDEC,0,2,CN,CN
17201,iG,Tongfu,1,1,CN,CN
17190,Tongfu,LGD,0,2,CN,CN
17188,FTD.A1,Tongfu,0,2,CN,CN
16804,Tongfu,DB,2,0,CN,CN
16852,EHOME.L,Tongfu,0,2,CN,CN
16850,Tongfu,Newbee.Y,1,1,CN,CN
17179,DB,Tongfu,0,2,CN,CN
16836,Tongfu,TRG,2,0,CN,CN
16724,Tongfu,Newbee.Y,1,2,CN,CN
16271,Tongfu,CDEC,0,2,CN,CN
16268,Newbee,Tongfu,2,0,CN,CN
16267,Tongfu,Newbee.Y,1,1,CN,CN
16263,iG,Tongfu,1,1,CN,CN
15924,EP,Tongfu,0,2,CN,CN
15920,VG,Tongfu,2,0,CN,CN
15919,Bheart,Tongfu,0,2,CN,CN
15917,Tongfu,FTD.B,1,2,CN,CN
15452,Newbee,Tongfu,2,0,CN,CN
15450,Newbee.Y,Tongfu,0,2,CN,CN
15755,Tongfu,CDEC,2,1,CN,CN
15753,VG.R,Tongfu,2,0,CN,CN
15448,Newbee,Tongfu,1,2,CN,CN
15446,CDEC,Tongfu,0,2,CN,CN
15444,Tongfu,DB,2,0,CN,CN
15440,Tongfu,Bheart,2,0,CN,CN
15433,Tongfu,FTD.B,2,1,CN,CN
14772,IB,Tongfu,0,2,CN,CN
15268,VG.R,Tongfu,2,1,CN,CN
15269,Newbee,Tongfu,1,2,CN,CN
15270,Tongfu,FTD.B,2,0,CN,CN
15261,Tongfu,WAY,2,0,CN,CN
15258,Tongfu,AVALON,2,0,CN,CN
15024,Tongfu,iG.V,0,2,CN,CN
14769,Tongfu,CDEC,1,1,CN,CN
15020,EHOME.K,Tongfu,1,2,CN,CN
14770,FTD.A1,Tongfu,1,1,CN,CN
15013,Tongfu,FTD.C,2,0,CN,CN
14031,Tongfu,CDEC,0,2,CN,CN
14029,Tongfu,Newbee,1,2,CN,CN
14025,CDEC,Tongfu,0,2,CN,CN
14020,iG,Tongfu,0,2,CN,CN
13804,iG,Tongfu,1,1,CN,CN
13801,iG.V,Tongfu,2,0,CN,CN
13799,FanTuan,Tongfu,2,0,CN,CN
13796,LGD,Tongfu,2,0,CN,CN
12792,Tongfu,Bheart,2,0,CN,CN
12794,Tongfu,TRG,0,2,CN,CN
12790,Tongfu,FTD.B,0,2,CN,CN
12788,Tongfu,VG.P,0,2,CN,CN
12701,iG,Tongfu,2,0,CN,CN
12699,EHOME,Tongfu,2,1,CN,CN
12672,FTD.B,Tongfu,2,0,CN,CN
12669,Tongfu,Newbee,1,1,CN,CN
12668,Wings,Tongfu,2,0,CN,CN
12665,Tongfu,CDEC,1,1,CN,CN
12511,Tongfu,CDEC.Y,1,2,CN,CN
12508,Tongfu,Newbee,1,0,CN,CN
12540,VG,Tongfu,2,1,CN,CN
12507,EHOME,Tongfu,2,1,CN,CN
12535,Tongfu,DK1,2,0,CN,
12503,Tongfu,FTD.A1,2,0,CN,CN
11870,VG.P,Tongfu,1,2,CN,CN
11768,Tongfu,Mski,1,0,CN,PH
11766,Tongfu,Newbee.Y,0,1,CN,CN
11764,EP,Tongfu,1,0,CN,CN
11761,Departure,Tongfu,0,1,,CN
11715,TB,Tongfu,0,1,CN,CN
6314,Tongfu,CDEC,0,2,CN,CN
6317,Tongfu,IMG,2,0,CN,CN
11583,CDEC,Tongfu,1,0,CN,CN
6994,Tongfu,CDEC,0,2,CN,CN
11584,Tongfu,CDEC,0,1,CN,CN
11586,VG.P,Tongfu,1,0,CN,CN
6995,Tongfu,VG.P,0,2,CN,CN
11588,Tongfu,VG.P,0,1,CN,CN
7026,Wings,Tongfu,1,0,CN,CN
7028,Wings,Tongfu,1,0,CN,CN
7033,HGT,Tongfu,1,0,CN,CN
7036,Tongfu,HGT,0,1,CN,CN
6829,EHOME,Tongfu,1,1,CN,CN
6830,Newbee,Tongfu,2,0,CN,CN
10807,Tongfu,EHOME,1,2,CN,CN
10810,Tongfu,HGT,0,2,CN,CN
10812,Tongfu,CDEC,2,1,CN,CN
6836,CDEC,Tongfu,1,1,CN,CN
6838,Tongfu,DK,2,0,CN,CN
7214,Newbee,Tongfu,2,0,CN,CN
7217,DK,Tongfu,2,0,CN,CN
6840,Tongfu,HGT,1,1,CN,CN
7230,Tongfu,TongFuWZ,0,2,CN,CN
6844,IMG,Tongfu,1,1,CN,CN
6752,HGT,Tongfu,2,0,CN,CN
7253,HGT,Tongfu,0,2,CN,CN
10818,Tongfu,LGD,1,1,CN,CN
7297,VG,Tongfu,2,0,CN,CN
6775,Tongfu,EHOME,0,2,CN,CN
7329,Tongfu,DG,2,0,CN,CN
7331,Tongfu,Newbee.Y,0,2,CN,CN
6853,Tongfu,Newbee.Y,1,2,CN,CN
7641,Tongfu,iG,0,2,CN,CN
7242,FUNK,Tongfu,2,0,US,CN
6605,VG.P,Tongfu,2,0,CN,CN
6610,Tongfu,EHOME,0,2,CN,CN
8294,EHOME,Tongfu,2,1,CN,CN
8295,Tongfu,LGD,1,2,CN,CN
7348,CDEC,Tongfu,2,0,CN,CN
7355,Tongfu,Bheart,2,1,CN,CN
8310,iG,Tongfu,2,0,CN,CN
7677,Rave1,Tongfu,1,0,,CN
7678,Tongfu,CDEC,1,0,CN,CN
7681,Tongfu,CDEC,1,0,CN,CN
7728,Rave1,Tongfu,1,0,,CN
7737,HR,Tongfu,1,0,RU,CN
7788,NaVi,Tongfu,0,1,,CN
7846,Secret,Tongfu,1,0,EU,CN
7878,Tongfu,BG,0,1,CN,CN
7915,Tongfu,CDEC,1,0,CN,CN
7931,Tongfu,EHOME,1,0,CN,CN
8033,Tongfu,C91,0,1,CN,US
8042,Tongfu,C91,0,1,CN,US
8073,Tongfu,HGT,0,1,CN,CN
8137,Tongfu,EG,0,1,CN,US
8148,VG,Tongfu,1,0,CN,CN
8266,Tongfu,MVP.phx,1,0,CN,KR
8390,Tongfu,Newbee,0,1,CN,CN
8401,Tongfu,LGD,1,0,CN,CN
8407,iG,Tongfu,1,0,CN,CN
8416,Tongfu,Rave1,0,1,CN,
8442,Tongfu,LaD,2,0,CN,MY
8459,Tongfu,Signature,2,0,CN,
8466,Tongfu,DK,2,0,CN,CN
8480,IMG,Tongfu,1,1,CN,CN
8486,HGT,Tongfu,0,2,CN,CN
8503,Tongfu,SPG.NT,2,0,CN,CN
8513,Tongfu,DG,2,0,CN,CN
8537,Tongfu,csW,1,0,CN,AU
8538,csW,Tongfu,0,1,AU,CN
8546,EHOME,Tongfu,0,1,CN,CN
8551,Tongfu,EHOME,0,1,CN,CN
9014,BG,Tongfu,0,1,CN,CN
9020,Tongfu,BG,0,1,CN,CN
9035,Aces,Tongfu,0,1,VN,CN
9039,Tongfu,Aces,1,0,CN,VN
9049,Tongfu,Mski,1,0,CN,PH
9054,Mski,Tongfu,0,1,PH,CN
9060,Invasion,Tongfu,0,1,MY,CN
9064,Tongfu,Invasion,1,0,CN,MY
9115,Tongfu,LaiG,1,0,CN,CN
9119,LaiG,Tongfu,1,0,CN,CN
9129,CDEC,Tongfu,0,1,CN,CN
9132,Tongfu,CDEC,1,0,CN,CN
8587,Tongfu,iG,1,1,CN,CN
8618,Tongfu,LaiG,1,1,CN,CN
8630,Tongfu,IMG,1,1,CN,CN
8695,Tongfu,LGD,0,2,CN,CN
7685,Tongfu,iG,0,2,CN,CN
7692,Tongfu,HGT,2,0,CN,CN
7797,iG,Tongfu,0,2,CN,CN
7949,DK,Tongfu,0,2,CN,CN
7953,Lv,Tongfu,2,1,CN,CN
8036,CDEC,Tongfu,2,0,CN,CN
8048,LaiG,Tongfu,2,0,CN,CN
8054,LGD,Tongfu,2,0,CN,CN
9832,Tongfu,CDEC,0,2,CN,CN
9835,Tongfu,DK,0,1,CN,CN
9837,CDEC,Tongfu,1,0,CN,CN
9844,Tongfu,SPG.NT,1,0,CN,CN
9846,Tongfu,Lv,0,1,CN,CN
9865,VG,Tongfu,1,0,CN,CN
9875,Tongfu,CDEC,0,1,CN,CN
9887,LaiG,Tongfu,1,0,CN,CN
9893,Tongfu,LGD,0,1,CN,CN
9919,HGT,Tongfu,1,0,CN,CN
10094,iG,Tongfu,1,0,CN,CN
10055,iG,Tongfu,1,0,CN,CN
10122,LaiG,Tongfu,1,0,CN,CN
25086,Signature,NextGen,0,2,TH,VN
25082,Faceless,Signature,2,0,SG,TH
16688,Signature,MVP.phx,0,2,TH,KR
16685,Signature,WG.U,1,2,TH,MY
16602,Signature,Xctn,0,2,TH,PH
15796,Signature,MVP.phx,0,2,TH,KR
15791,Signature,DTT,2,0,TH,AU
14576,MVP.phx,Signature,1,1,KR,TH
14578,Departure,Signature,0,2,,TH
14580,Mski,Signature,2,0,PH,TH
14567,Signature,Team123,2,0,TH,MY
14568,Signature,Fnatic,1,1,TH,EU
11479,Invasion,Signature,0,1,MY,
11482,Signature,Invasion,1,0,,MY
11491,csW,Signature,1,0,AU,
6912,Signature,csW,0,2,,AU
11493,Signature,csW,0,1,,AU
11529,Rave1,Signature,1,0,,
6946,Signature,Rave1,0,2,,
11531,Signature,Rave1,0,1,,
11538,Signature,MVP.phx,0,1,,KR
6955,Signature,MVP.phx,0,2,,KR
11539,Signature,MVP.phx,0,1,,KR
6823,Signature,MVP.Hot6ix,1,2,,KR
7402,Signature,Mski,1,2,,PH
7404,5eva,Signature,0,2,SG,
7810,MVP.phx,Signature,2,0,KR,
8102,Signature,MY,0,2,,MY
8103,Signature,MVP.phx,0,2,,KR
8105,Mski,Signature,0,2,PH,
7646,csW,Signature,0,1,AU,
8130,Signature,MVP.phx,2,1,,KR
7936,Signature,Departure,2,0,,
8133,Aces,Signature,0,2,VN,
7651,Signature,Arcanys,1,0,,PH
8258,G Guard,Signature,0,2,MY,
7732,Rave1,Signature,1,0,,
7735,Signature,Rave1,0,1,,
7758,UDMN,Signature,0,1,MY,
7763,Signature,UDMN,0,1,,MY
7823,csW,Signature,1,0,AU,
7829,Signature,csW,0,1,,AU
7906,Invasion,Signature,0,1,MY,
7911,Signature,Invasion,1,0,,MY
10112,Newbee,Tongfu,1,0,CN,CN
9560,Tongfu,Newbee,0,2,CN,CN
9569,LGD,Tongfu,0,2,CN,CN
9590,Tongfu,HGT,2,1,CN,CN
9605,Tongfu,Newbee,0,2,CN,CN
6510,Tongfu,iG,0,1,CN,CN
6515,Tongfu,Quf,1,0,CN,
10271,VG,Tongfu,1,0,CN,CN
10272,HGT,Tongfu,1,0,CN,CN
6523,U.5,Tongfu,0,1,CN,CN
8120,Signature,MVP.phx,1,0,,KR
8121,MVP.phx,Signature,1,0,KR,
8122,Signature,Mski,1,0,,PH
8123,Mski,Signature,0,1,PH,
8181,Signature,Arcanys,1,0,,PH
8182,Arcanys,Signature,1,0,PH,
8234,Signature,5eva,0,1,,SG
8235,5eva,Signature,0,1,SG,
8331,Signature,LaD,1,0,,MY
8332,LaD,Signature,1,0,MY,
8434,Signature,LaD,0,2,,MY
8441,IMG,Signature,2,0,CN,
8478,DK,Signature,0,2,CN,
8497,DG,Signature,2,0,CN,
8505,Signature,Aces,1,1,,VN
8518,Invasion,Signature,1,1,MY,
8536,Signature,SPG.NT,0,1,,CN
8541,SPG.NT,Signature,1,0,CN,
9027,Signature,LaiG,1,0,,CN
9030,LaiG,Signature,1,0,CN,
9042,CDEC,Signature,1,0,CN,
9047,Signature,CDEC,0,1,,CN
9069,Signature,HGT,0,1,,CN
9072,HGT,Signature,1,0,CN,
9086,csW,Signature,0,1,AU,
9097,EHOME!,Signature,1,0,,
9105,Signature,BG,0,1,,CN
9109,BG,Signature,0,1,CN,
9113,Signature,Mski,1,0,,PH
9116,Mski,Signature,1,0,PH,
8811,Invasion,Signature,2,1,MY,
8744,Signature,ii,1,0,,SG
8755,Signature,MVP.phx,0,1,,KR
8759,Signature,XctN1,1,0,,
8836,Departure,Signature,1,0,,
8867,csW,Signature,0,1,AU,
8875,Signature,MY,1,0,,MY
8993,Signature,G Guard,0,1,,MY
8995,Rave1,Signature,1,0,,
9008,Invasion,Signature,1,0,MY,
9177,Signature,JR,0,1,,MY
9378,Signature,Rave1,1,0,,
9588,Signature,Invasion,0,1,,MY
9591,Signature,csW,0,1,,AU
9602,JR,Signature,0,1,MY,
9603,JR,Signature,0,1,MY,
9610,Signature,XctN1,0,1,,
9188,MY,Signature,1,0,MY,
9189,Signature,MY,0,1,,MY
9629,Signature,MVP.phx,0,1,,KR
9654,MY,Signature,1,0,MY,
9657,Signature,ii,1,0,,SG
9668,Signature,Departure,1,0,,
9227,Signature,MSI.PP,2,0,,
9827,Signature,Zephyr,0,1,,US
9544,Departure,Signature,1,0,,
9885,Awake,Signature,1,0,,
9915,JR,Signature,1,0,MY,
9925,IAP,Signature,1,0,PH,
10164,Signature,MSI TRIC,0,1,,PH
10173,Signature,Arrow,1,0,,MY
10201,Signature,Titan,0,1,,MY
9927,Signature,Rave1,0,1,,
9956,Signature,LG,1,0,,SG
10003,Signature,Kingdom,1,0,,SG
10309,Titan,Signature,2,0,MY,
11414,MVP.phx,Signature,1,0,KR,
10434,Signature,MVP.phx,0,2,,KR
11415,Signature,MVP.phx,0,1,,KR
11416,Signature,Mski,1,0,,PH
11417,Mski,Signature,1,0,PH,
10435,Signature,Mski,2,1,,PH
11418,Signature,Mski,1,0,,PH
10442,Mski,Signature,1,0,PH,
10443,Signature,Orange1,1,0,,
10446,RRQ,Signature,1,0,ID,
10455,Signature,Arrow,1,0,,MY
10459,Mski,Signature,0,1,PH,
10465,Departure,Signature,1,0,,
10466,Signature,XctN1,1,0,,
10470,Signature,SCYTHE,1,0,,SG
10477,Zephyr,Signature,0,1,US,
10480,Signature,Orange1,0,1,,
10486,Signature,MVP.phx,0,1,,KR
10355,Signature,Everlast,0,2,,TH
10387,Zephyr,Signature,0,1,US,
10392,Signature,XctN1,1,0,,
10399,ImpreZa,Signature,0,1,SG,
5280,RStars.,Signature,2,1,CN,
5283,Mski,Signature,0,2,PH,
5289,Signature,RStars.,1,2,,CN
5098,Signature,Tongfu,0,1,,CN
5099,Signature,Tongfu,0,1,,CN
5100,Tongfu,Signature,0,1,CN,
6570,Tongfu,SLU,1,0,CN,
11406,Tongfu,DT,0,1,CN,CN
11407,DT,Tongfu,1,0,CN,CN
10344,DT,Tongfu,2,0,CN,CN
10350,CIS,Tongfu,1,0,CN,CN
10353,Tongfu,CDEC,1,0,CN,CN
10363,Tongfu,PG.CN,1,0,CN,CN
10371,HGT,Tongfu,0,1,CN,CN
10378,LGD,Tongfu,1,0,CN,CN
10386,NE,Tongfu,0,1,,CN
10396,Tongfu,CnB.,1,0,CN,CN
10402,Tongfu,DT,0,1,CN,CN
10411,CIS,Tongfu,0,1,CN,CN
10421,Tongfu,Orenda,0,1,CN,CN
6068,Orange1,Tongfu,0,2,,CN
6088,Tongfu,DK,1,1,CN,CN
6117,Tongfu,Orenda,2,0,CN,CN
6119,Tongfu,iG,0,2,CN,CN
10652,Tongfu,CIS,0,1,CN,CN
10656,Tongfu,DT,0,1,CN,CN
10658,Tongfu,NE,0,1,CN,
10662,PG.CN,Tongfu,0,1,CN,CN
6127,LGD,Tongfu,2,0,CN,CN
6135,Newbee,Tongfu,1,1,CN,CN
6137,Tongfu,Newbee,0,1,CN,CN
6140,Tongfu,CIS,0,1,CN,CN
6141,Tongfu,HGT,0,2,CN,CN
6187,Titan,Tongfu,2,0,MY,CN
6195,DT,Tongfu,0,2,CN,CN
6203,VG,Tongfu,1,0,CN,CN
6204,Tongfu,VG,0,1,CN,CN
10850,OE,Tongfu,2,1,,CN
10855,iG,Tongfu,1,2,CN,CN
10862,NaVi,Tongfu,2,1,,CN
11025,Fnatic,Tongfu,0,2,EU,CN
11078,Tongfu,RSnakeCN,1,0,CN,CN
11083,Tongfu,RSnakeCN,1,0,CN,CN
11094,Tongfu,iG,1,0,CN,CN
11098,Tongfu,iG,1,0,CN,CN
11110,Tongfu,LGD.int,0,1,CN,
11114,LGD.int,Tongfu,1,0,,CN
11124,Tongfu,Alliance,0,1,CN,SE
11130,Tongfu,Alliance,0,1,CN,SE
11147,Liquid,Tongfu,1,0,US,CN
11151,Tongfu,Liquid,0,1,CN,US
11160,Tongfu,VP,1,0,CN,PL
11163,VP,Tongfu,0,1,PL,CN
11176,Tongfu,OE,1,0,CN,
11178,OE,Tongfu,0,1,,CN
5124,Tongfu,DK,0,1,CN,CN
5132,Tongfu,EG,1,0,CN,US
5136,Tongfu,MS,1,0,CN,RU
5151,Tongfu,NaVi,0,1,CN,
5155,NaVi,Tongfu,1,0,,CN
5168,Tongfu,iG,0,1,CN,CN
5172,iG,Tongfu,1,0,CN,CN
5180,Tongfu,coL,0,1,CN,US
5184,coL,Tongfu,1,0,US,CN
5197,Tongfu,EHOME,1,0,CN,CN
5202,EHOME,Tongfu,0,1,CN,CN
5105,Tongfu,ICE`,1,0,CN,
5106,ICE`,Tongfu,0,1,,CN
11851,Tongfu,Team123,2,0,CN,
18020,Tongfu,EHOME,2,0,CN,CN
19496,Tongfu,DB,1,0,CN,CN
19497,Tongfu,iG.V,0,1,CN,CN
19506,Tongfu,EHOME.K,1,0,CN,CN
19507,CDEC.A,Tongfu,0,1,CN,CN
19512,Tongfu,FTD.A1,1,0,CN,CN
19514,Tongfu,AVALON,1,0,CN,CN
19515,Tongfu,TOT,1,0,CN,CN
5060,Ahead.kz,Quantic,1,0,KZ,
5063,Quantic,Ahead.kz,0,1,,KZ
23498,G2,MSF,2,1,EU,EU
23491,G2,SPY,2,1,EU,EU
23484,G2,VIT,2,0,EU,EU
23460,MSF,G2,1,2,EU,EU
20571,G2,M19,1,0,EU,RU
20566,M19,G2,1,0,RU,EU
19614,SPY,G2,1,3,EU,EU
17171,G2,VIT,1,1,EU,EU
17152,G2,SPY,1,1,EU,EU
17125,VIT,G2,1,1,EU,EU
17034,SPY,G2,0,2,EU,EU
16104,SKT,G2,1,0,KR,EU
16082,G2,SUP,1,0,EU,TR
16098,SUP,G2,0,1,TR,EU
16083,G2,SKT,0,1,EU,KR
13766,SPY,G2,0,1,EU,EU
13755,VIT,G2,0,1,EU,EU
13725,G2,VIT,0,1,EU,EU
13717,G2,SPY,1,0,EU,EU
1613,Midas FIO,SSW,0,2,KR,KR
12757,Anarchy,BBQ,1,2,,KR
11037,Anarchy,SKT,0,2,,KR
2387,SKT,Anarchy,2,1,KR,
1721,Positive Energy,EP,1,1,CN,
1709,Positive Energy,RYL,0,2,CN,CN
1706,Positive Energy,WE,0,2,CN,CN
1693,Positive Energy,EP,2,0,CN,
1681,Positive Energy,RYL,0,2,CN,CN
1678,Positive Energy,WE,0,2,CN,CN
1041,WE,EP,2,0,CN,
1036,RYL,EP,2,0,CN,
988,RYL,EP,0,2,CN,
961,WE,EP,1,1,CN,
1727,RYL,EP,2,0,CN,
1716,WE,EP,2,0,CN,
1699,RYL,EP,1,1,CN,
1688,WE,EP,2,0,CN,
14284,PE,EP,1,0,CN,CN
14278,WE,EP,1,0,CN,CN
14273,RYL,EP,0,1,CN,CN
14268,LMQTC,EP,1,0,CN,CN
14256,EP,PE,0,1,CN,CN
14249,EP,WE,0,1,CN,CN
14243,EP,RYL,0,1,CN,CN
14240,EP,LMQTC,1,0,CN,CN
14228,PE,EP,1,0,CN,CN
14222,WE,EP,1,0,CN,CN
14214,RYL,EP,1,0,CN,CN
14211,LMQTC,EP,1,0,CN,CN
22785,GT,WE,0,2,CN,CN
22783,QG,WE,2,0,CN,CN
22755,IM,WE,0,2,CN,CN
22729,WE,GT,2,0,CN,CN
22727,WE,QG,1,2,CN,CN
20033,IM,WE,3,2,CN,CN
20018,WE,IM,1,3,CN,CN
17294,IM,WE,1,2,CN,CN
17264,SAT,WE,0,2,CN,CN
18580,YM,WE,1,0,CN,CN
18539,WE,YM,1,0,CN,CN
17248,WE,GT,1,2,CN,CN
17227,WE,IM,2,1,CN,CN
13552,GT,WE,1,2,CN,CN
13538,SAT,WE,0,2,CN,CN
13485,WE,GT,2,1,CN,CN
12265,WE,Newbee（原）,3,0,CN,
10671,WE,LD,3,1,CN,CN
1030,RYL,WE,0,2,CN,CN
967,RYL,WE,1,1,CN,CN
1772,WE,RYL,1,1,CN,CN
1744,WE,RYL,1,1,CN,CN
1704,WE,RYL,2,0,CN,CN
1676,WE,RYL,2,0,CN,CN
14286,WE,LMQTC,1,0,CN,CN
14282,WE,RYL,0,1,CN,CN
14270,PE,WE,0,1,CN,CN
14258,LMQTC,WE,1,0,CN,CN
14254,RYL,WE,1,0,CN,CN
14242,WE,PE,0,1,CN,CN
14230,WE,LMQTC,1,0,CN,CN
14226,WE,RYL,0,1,CN,CN
14213,PE,WE,0,1,CN,CN
14196,WE,WOA,1,0,CN,CN
14192,WE,LM,1,0,CN,CN
14186,WE,PE,1,0,CN,CN
14178,WE,Wayi,1,0,CN,CN
14174,WE,RYL,1,0,CN,CN
14168,WE,WOA,0,1,CN,CN
14163,WE,LM,0,1,CN,CN
14158,WE,PE,1,0,CN,CN
14147,WE,Wayi,1,0,CN,CN
14146,WE,RYL,0,1,CN,CN
14139,WE,WOA,1,0,CN,CN
14135,WE,LM,0,1,CN,CN
14129,WE,PE,1,0,CN,CN
14122,WE,Wayi,1,0,CN,CN
14118,WE,RYL,1,0,CN,CN
14111,WE,WOA,1,0,CN,CN
14107,WE,LM,1,0,CN,CN
14101,WE,PE,1,0,CN,CN
14094,WE,Wayi,1,0,CN,CN
13860,WE,RYL,1,0,CN,CN
20509,WE,CLG.EU,1,2,CN,EU
12680,WE,RYL,2,0,CN,CN
