scheduleid,name_1,name_2,name_1_win,name_2_win,name_1_country,name_2_country
1636,SKT,IMiracle,2,0,KR,KR
1622,Xenics Storm,IMiracle,0,2,KR,KR
2351,BR,LT,1,2,EU,EU
2356,LT,TG,0,2,EU,
1666,SKS,SSW,0,3,KR,KR
1663,KTA,SKS,3,2,KR,KR
1660,NBS,SKS,2,3,KR,KR
1652,CJE,SKS,1,1,KR,KR
1650,BFM,SKS,0,2,KR,KR
1647,SSW,SKS,1,1,KR,KR
1607,SKT,SKS,1,0,KR,KR
1606,Prime Optimus,SKS,2,0,KR,KR
1604,SKS,KTA,2,0,KR,KR
1601,SKT,SKS,1,1,KR,KR
1651,SSW,BFM,2,0,KR,KR
1648,CJE,BFM,2,0,KR,KR
2349,VG.eu,LP,0,2,EU,EU
22938,JAG,BBQ,2,1,KR,KR
22930,JAG,AFS,0,2,KR,KR
22918,SSG,JAG,2,0,KR,KR
22910,MVP,JAG,2,1,KR,KR
22904,JAG,KT,1,2,KR,KR
22892,JAG,LZ,2,0,KR,KR
22884,SKT,JAG,2,0,KR,KR
22857,ROX,JAG,2,1,KR,KR
22852,JAG,ROX,0,2,KR,KR
22848,JAG,SSG,0,2,KR,KR
22839,JAG,MVP,1,2,KR,KR
22833,KT,JAG,2,0,KR,KR
22827,AFS,JAG,0,2,KR,KR
22823,BBQ,JAG,2,0,KR,KR
22817,LZ,JAG,2,1,KR,KR
22812,JAG,SKT,0,2,KR,KR
21867,ROX,JAG,2,1,KR,KR
21858,LZ,JAG,1,2,KR,KR
20274,AFS,JAG,3,2,KR,KR
16993,JAG,BBQ,2,1,KR,KR
16988,SKT,JAG,2,1,KR,KR
16981,MVP,JAG,2,0,KR,KR
16978,AFs,JAG,1,2,KR,KR
16973,LZ,JAG,2,1,KR,KR
16964,JAG,KT,1,2,KR,KR
16960,JAG,SSG,0,2,KR,KR
16957,ROX,JAG,2,1,KR,KR
16953,JAG,CJE,0,2,KR,KR
16947,KT,JAG,2,1,KR,KR
16941,JAG,ROX,0,2,KR,KR
16937,JAG,MVP,0,2,KR,KR
16933,JAG,SKT,2,1,KR,KR
16929,JAG,AFs,2,0,KR,KR
16924,CJE,JAG,0,2,KR,KR
16921,SSG,JAG,2,0,KR,KR
16911,BBQ,JAG,1,2,KR,KR
16909,JAG,LZ,2,0,KR,KR
15769,SKT,JAG,3,1,KR,KR
15768,JAG,AFs,2,0,KR,KR
14685,JAG,LZ,1,2,KR,KR
14680,ROX,JAG,2,0,KR,KR
14672,JAG,AFs,0,2,KR,KR
14667,SSG,JAG,2,1,KR,KR
14661,CJE,JAG,1,2,KR,KR
14654,SKT,JAG,2,0,KR,KR
14647,JAG,KT,2,0,KR,KR
14641,SBE,JAG,0,2,KR,KR
13903,JAG,ROX,0,2,KR,KR
13898,KT,JAG,1,2,KR,KR
13892,JAG,SSG,1,2,KR,KR
13887,JAG,SBE,2,0,KR,KR
13882,JAG,CJE,2,0,KR,KR
13877,AFs,JAG,1,2,KR,KR
13871,JAG,SKT,2,0,KR,KR
13866,LZ,JAG,2,0,KR,KR
12756,CJE,JAG,2,0,KR,KR
12337,JAG,KT,1,3,KR,KR
12338,CJE,JAG,2,3,KR,KR
11067,JAG,ROX,2,1,KR,KR
11065,JAG,Anarchy,0,2,KR,
11063,JAG,SBE,1,2,KR,KR
11057,SSG,JAG,1,2,KR,KR
11049,KT,JAG,2,0,KR,KR
11040,SKT,JAG,2,0,KR,KR
11033,CJE,JAG,2,0,KR,KR
2409,SKT,JAG,2,0,KR,KR
2394,JAG,CJE,2,0,KR,KR
2392,ROX,JAG,2,1,KR,KR
2383,SBE,JAG,0,2,KR,KR
2380,SSG,JAG,1,2,KR,KR
2378,JAG,KT,0,2,KR,KR
2372,JAG,Anarchy,2,0,KR,
921,CJE,JAG,3,0,KR,KR
917,JAG,KT,0,2,KR,KR
916,CJE,JAG,2,0,KR,KR
912,SKT,JAG,2,0,KR,KR
901,JAG,ROX,0,2,KR,KR
894,JAG,SSG,2,0,KR,KR
890,KT,JAG,2,1,KR,KR
887,JAG,CJE,2,0,KR,KR
883,JAG,SKT,2,0,KR,KR
874,ROX,JAG,2,1,KR,KR
867,SSG,JAG,1,2,KR,KR
1655,JAG,MKZ,2,0,KR,KR
1653,KTA,JAG,1,1,KR,KR
1657,KTA,MKZ,2,0,KR,KR
1605,KTA,SKT,2,0,KR,KR
1602,Prime Optimus,KTA,0,2,KR,KR
22935,ROX,SSG,0,2,KR,KR
22931,ROX,SKT,1,2,KR,KR
22926,MVP,ROX,1,2,KR,KR
22920,BBQ,ROX,1,2,KR,KR
22914,ROX,AFS,2,0,KR,KR
22907,LZ,ROX,2,1,KR,KR
22899,KT,ROX,2,0,KR,KR
25823,G2,ROX,2,1,EU,KR
25578,ROX,M19,1,0,KR,RU
22849,ROX,BBQ,2,1,KR,KR
22845,ROX,MVP,0,2,KR,KR
22837,ROX,LZ,1,2,KR,KR
22830,AFS,ROX,2,1,KR,KR
22828,SSG,ROX,2,1,KR,KR
22820,SKT,ROX,2,0,KR,KR
22810,ROX,KT,0,2,KR,KR
21869,SKT,ROX,0,2,KR,KR
21193,SKT,ROX,3,2,KR,KR
21113,ROX,M19,1,0,KR,RU
20570,M19,ROX,1,0,RU,KR
20567,G2,ROX,0,1,EU,KR
20564,ROX,G2,1,0,KR,EU
20562,ROX,M19,1,0,KR,RU
19856,ROX,KT,3,2,KR,KR
16991,AFs,ROX,0,2,KR,KR
16989,MVP,ROX,0,2,KR,KR
16985,CJE,ROX,0,2,KR,KR
16972,ROX,BBQ,2,0,KR,KR
16968,LZ,ROX,0,2,KR,KR
16966,SSG,ROX,0,2,KR,KR
16961,ROX,KT,2,0,KR,KR
16954,SKT,ROX,2,0,KR,KR
16945,ROX,AFs,2,0,KR,KR
16934,ROX,LZ,2,0,KR,KR
16930,ROX,CJE,2,1,KR,KR
16922,KT,ROX,1,2,KR,KR
16919,ROX,SKT,0,2,KR,KR
16915,BBQ,ROX,0,2,KR,KR
16912,ROX,MVP,2,1,KR,KR
16907,ROX,SSG,0,2,KR,KR
15771,ROX,SKT,1,3,KR,KR
14677,ROX,AFs,2,0,KR,KR
14670,ROX,KT,1,2,KR,KR
14663,CJE,ROX,0,2,KR,KR
14658,SKT,ROX,0,2,KR,KR
14653,SSG,ROX,2,1,KR,KR
14649,SBE,ROX,0,2,KR,KR
14644,ROX,LZ,2,0,KR,KR
13906,ROX,SBE,2,0,KR,KR
13890,AFs,ROX,1,2,KR,KR
13886,ROX,SSG,2,0,KR,KR
13881,ROX,SKT,2,1,KR,KR
13879,LZ,ROX,0,2,KR,KR
13874,KT,ROX,1,2,KR,KR
13869,ROX,CJE,2,0,KR,KR
12767,SBE,ROX,2,0,KR,KR
12652,SKT,ROX,3,1,KR,KR
12646,KT,ROX,1,3,KR,KR
12448,FW,ROX,1,0,TW,KR
12447,ROX,PNG,1,0,KR,BR
12417,FW,ROX,1,0,TW,KR
12418,ROX,PNG,1,0,KR,BR
12297,ROX,KT,2,3,KR,KR
12296,ROX,CJE,3,0,KR,KR
11073,SBE,ROX,0,2,KR,KR
11061,KT,ROX,2,0,KR,KR
11051,ROX,Anarchy,2,0,KR,
11045,ROX,SKT,0,2,KR,KR
11035,ROX,SSG,2,0,KR,KR
11029,CJE,ROX,0,2,KR,KR
2401,ROX,Anarchy,2,0,KR,
2395,SBE,ROX,0,2,KR,KR
2388,KT,ROX,0,2,KR,KR
2382,ROX,CJE,1,2,KR,KR
2379,SKT,ROX,2,0,KR,KR
2374,ROX,SSG,2,1,KR,KR
923,SKT,ROX,3,0,KR,KR
919,ROX,SKT,0,2,KR,KR
909,KT,ROX,2,1,KR,KR
907,ROX,CJE,2,0,KR,KR
898,SSG,ROX,0,2,KR,KR
892,SKT,ROX,1,2,KR,KR
882,ROX,KT,2,0,KR,KR
878,CJE,ROX,0,2,KR,KR
870,ROX,SSG,2,0,KR,KR
14683,SKT,SBE,2,0,KR,KR
14674,SBE,LZ,2,0,KR,KR
14669,SBE,AFs,1,2,KR,KR
14662,SSG,SBE,2,0,KR,KR
14657,SBE,KT,0,2,KR,KR
14645,CJE,SBE,2,1,KR,KR
13905,SBE,SSG,0,2,KR,KR
13894,LZ,SBE,2,1,KR,KR
13891,SBE,SKT,0,2,KR,KR
13880,AFs,SBE,2,0,KR,KR
13875,SBE,CJE,1,2,KR,KR
13868,KT,SBE,2,0,KR,KR
12758,SKT,SBE,2,1,KR,KR
12342,SBE,BBQ,3,1,KR,KR
11053,SBE,Anarchy,1,2,KR,
11048,CJE,SBE,2,1,KR,KR
11043,KT,SBE,2,1,KR,KR
11038,SBE,SSG,1,2,KR,KR
11034,SKT,SBE,2,0,KR,KR
2404,SBE,Anarchy,1,2,KR,
2398,KT,SBE,2,0,KR,KR
2377,CJE,SBE,2,0,KR,KR
2370,SKT,SBE,2,0,KR,KR
2366,SSG,SBE,2,0,KR,KR
1672,SBE,Xenics Storm,2,1,KR,KR
1670,SSG,SBE,2,0,KR,KR
27404,SSG,KT,0,3,KR,KR
22932,MVP,SSG,0,2,KR,KR
22925,SSG,SKT,2,0,KR,KR
22908,SSG,KT,2,1,KR,KR
22900,SSG,LZ,2,0,KR,KR
22888,SSG,AFS,1,2,KR,KR
22856,BBQ,SSG,0,2,KR,KR
22853,SSG,BBQ,2,1,KR,KR
22844,SKT,SSG,2,0,KR,KR
22836,KT,SSG,2,0,KR,KR
22821,SSG,MVP,2,0,KR,KR
22814,AFS,SSG,2,1,KR,KR
22811,LZ,SSG,1,2,KR,KR
22519,SSG,IMT,2,0,KR,US
22516,SSG,VEG,1,0,KR,RU
21865,SSG,BBQ,1,2,KR,KR
21860,SSG,RSG,2,0,KR,KR
21195,SKT,SSG,3,2,KR,KR
20607,SPY,SSG,0,1,EU,KR
20606,SSG,RNG,1,0,KR,CN
20603,SSG,TSM,1,0,KR,US
20602,RNG,SSG,0,1,CN,KR
20599,TSM,SSG,1,0,US,KR
20597,SSG,SPY,1,0,KR,EU
20276,KT,SSG,2,3,KR,KR
20275,SSG,AFS,3,1,KR,KR
19854,KT,SSG,3,0,KR,KR
19853,AFs,SSG,0,2,KR,KR
16994,KT,SSG,2,0,KR,KR
16986,SSG,AFs,2,1,KR,KR
16984,MVP,SSG,1,2,KR,KR
16974,SSG,CJE,2,0,KR,KR
16970,SSG,SKT,0,2,KR,KR
16955,LZ,SSG,0,2,KR,KR
16952,SSG,BBQ,2,0,KR,KR
16942,BBQ,SSG,1,2,KR,KR
16938,SSG,KT,0,2,KR,KR
16936,CJE,SSG,1,2,KR,KR
16931,SSG,LZ,0,2,KR,KR
16927,SKT,SSG,2,0,KR,KR
16916,SSG,MVP,2,0,KR,KR
16910,AFs,SSG,0,2,KR,KR
14676,SKT,SSG,2,1,KR,KR
14671,LZ,SSG,2,0,KR,KR
14659,SSG,AFs,1,2,KR,KR
14648,CJE,SSG,2,0,KR,KR
14643,SSG,KT,0,2,KR,KR
13899,SSG,CJE,2,1,KR,KR
13883,KT,SSG,2,0,KR,KR
13876,SSG,SKT,0,2,KR,KR
13872,SSG,LZ,2,1,KR,KR
13870,AFs,SSG,0,2,KR,KR
12766,SSG,BBQ,0,2,KR,KR
11072,SSG,CJE,2,1,KR,KR
11066,SSG,SKT,0,2,KR,KR
11056,SSG,KT,0,2,KR,KR
11046,Anarchy,SSG,1,2,,KR
2406,CJE,SSG,2,0,KR,KR
2397,Anarchy,SSG,2,0,,KR
2384,SSG,SKT,1,2,KR,KR
2368,KT,SSG,2,0,KR,KR
1671,SSG,Xenics Storm,2,0,KR,KR
914,SSG,SKT,0,2,KR,KR
910,SSG,CJE,0,2,KR,KR
906,KT,SSG,2,0,KR,KR
885,SKT,SSG,2,0,KR,KR
881,CJE,SSG,2,0,KR,KR
879,SSG,KT,0,2,KR,KR
27728,IG,NEWBEE,1,3,CN,CN
22795,LGD,IG,2,0,CN,CN
22792,IG,SS,0,2,CN,CN
22778,IG,RNG,1,2,CN,CN
22775,IG,IM,2,1,CN,CN
22771,GT,IG,0,2,CN,CN
22765,VG,IG,2,1,CN,CN
22759,IG,QG,2,1,CN,CN
22743,WE,IG,2,0,CN,CN
22739,IG,NewBee,2,0,CN,CN
22736,IM,IG,0,2,CN,CN
22730,RNG,IG,2,1,CN,CN
22724,IG,LGD,2,0,CN,CN
22713,SS,IG,2,1,CN,CN
21652,IG,LGD,2,0,CN,CN
21649,IG,LGD,2,0,CN,CN
21647,RNG,IG,1,2,CN,CN
19862,IM,IG,3,0,CN,CN
17311,IG,Newbee,2,1,CN,CN
17297,GT,IG,0,2,CN,CN
17292,SAT,IG,1,2,CN,CN
17291,IG,SS,1,2,CN,CN
17279,IG,LGD,0,2,CN,CN
17273,VG,IG,2,0,CN,CN
17266,IG,IM,1,2,CN,CN
18582,LGD,IG,1,0,CN,CN
18565,RYL,IG,1,0,CN,CN
18548,IG,RYL,1,0,CN,CN
18541,IG,LGD,0,1,CN,CN
17258,IG,WE,1,2,CN,CN
17251,IG,RNG,0,2,CN,CN
17240,SS,IG,2,0,CN,CN
17234,IG,GT,2,0,CN,CN
17229,IG,SAT,2,1,CN,CN
17222,Newbee,IG,2,1,CN,CN
15734,IG,SS,0,3,CN,CN
13573,RNG,IG,2,1,CN,CN
13567,SAT,IG,0,2,CN,CN
13550,VG,IG,1,2,CN,CN
13544,Newbee,IG,2,1,CN,CN
13539,M3,IG,2,1,CN,CN
13534,WE,IG,2,0,CN,CN
13529,LGD,IG,0,2,CN,CN
13524,GT,IG,0,2,CN,CN
13518,SS,IG,2,0,CN,CN
13507,IG,RNG,2,1,CN,CN
13503,IG,VG,2,1,CN,CN
13496,IG,SAT,2,0,CN,CN
12929,IG,2144D,1,2,CN,CN
12681,IG,WE,1,2,CN,CN
12304,IG,Newbee,3,0,CN,CN
12301,Newbee,IG,0,2,CN,CN
12288,Newbee,IG,3,2,CN,CN
12286,IG,VG,3,2,CN,CN
2545,SS,IG,0,2,CN,CN
2544,IG,WE,0,2,CN,CN
2540,IG,LGD,1,1,CN,CN
2535,IG,RNG,1,1,CN,CN
2531,IG,M3,2,0,CN,CN
2518,KNG,IG,0,2,CN,CN
2510,UP,IG,1,1,CN,CN
2502,VG,IG,1,1,CN,CN
11695,SS,IG,3,2,CN,CN
10694,IG,VG,3,0,CN,CN
2495,IG,Newbee,1,1,CN,CN
10687,IG,RNG,3,1,CN,CN
2476,IG,KNG,2,0,CN,CN
2466,M3,IG,2,0,CN,CN
2462,RNG,IG,0,2,CN,CN
2456,LGD,IG,1,1,CN,CN
2451,IG,SS,1,1,CN,CN
10672,IG,ADG,3,0,CN,CN
2440,IG,VG,2,0,CN,CN
2434,IG,Newbee,0,2,CN,CN
2429,IG,UP,2,0,CN,CN
2417,WE,IG,0,2,CN,CN
1063,IG,SS,3,1,CN,CN
1057,VG,IG,1,3,CN,CN
1052,LGD,IG,0,2,CN,CN
1046,RYL,IG,1,1,CN,CN
1042,IG,KNG,0,2,CN,CN
1038,M3,IG,0,2,CN,CN
1020,IG,SS,1,1,CN,CN
1017,IG,Gamtee,1,1,CN,CN
1009,IG,VG,1,1,CN,CN
1001,IG,EP,1,1,CN,
990,WE,IG,2,0,CN,CN
983,IG,KNG,1,1,CN,CN
977,RYL,IG,0,2,CN,CN
973,M3,IG,1,1,CN,CN
962,LGD,IG,0,2,CN,CN
958,IG,SS,0,2,CN,CN
946,IG,VG,0,2,CN,CN
936,IG,EP,2,0,CN,
930,IG,Gamtee,2,0,CN,CN
924,WE,IG,0,2,CN,CN
1799,IG,LGD,1,2,CN,CN
1785,IG,WEA,0,2,CN,CN
1783,IG,RYL,1,1,CN,CN
1778,WE,IG,1,1,CN,CN
1775,IG,LGD,1,1,CN,CN
1761,IG,Young Glory,2,0,CN,CN
1757,IG,WEA,1,1,CN,CN
1755,IG,RYL,1,1,CN,CN
1750,WE,IG,1,1,CN,CN
1747,IG,LGD,0,2,CN,CN
1733,IG,Young Glory,2,0,CN,CN
1724,WE,IG,1,1,CN,CN
1719,RYL,IG,0,2,CN,CN
1714,Positive Energy,IG,0,2,CN,CN
1710,IG,LGD,2,0,CN,CN
1707,IG,EP,1,1,CN,
1696,WE,IG,1,1,CN,CN
1687,RYL,IG,1,1,CN,CN
1686,Positive Energy,IG,1,1,CN,CN
1682,IG,LGD,0,2,CN,CN
1679,IG,EP,1,1,CN,
14289,IG,LMQTC,0,1,CN,CN
14285,IG,RYL,0,1,CN,CN
14281,IG,EP,1,0,CN,CN
14277,IG,YG,0,1,CN,CN
14272,PE,IG,1,0,CN,CN
14266,IG,WE,0,1,CN,CN
14261,LMQTC,IG,0,1,CN,CN
14257,RYL,IG,1,0,CN,CN
14251,EP,IG,0,1,CN,CN
14248,YG,IG,0,1,CN,CN
14244,IG,PE,0,1,CN,CN
14238,WE,IG,1,0,CN,CN
14233,IG,LMQTC,1,0,CN,CN
14229,IG,RYL,1,0,CN,CN
14223,IG,EP,1,0,CN,CN
14221,IG,YG,1,0,CN,CN
14216,PE,IG,1,0,CN,CN
14209,IG,WE,0,1,CN,CN
14368,IG,WE,2,1,CN,CN
14364,IG,PE,0,2,CN,CN
14198,IG,Wayi,1,0,CN,CN
14190,WE,IG,1,0,CN,CN
14187,IG,RYL,1,0,CN,CN
14181,IG,LM,1,0,CN,CN
14175,IG,WOA,1,0,CN,CN
14173,IG,PE,1,0,CN,CN
14170,IG,Wayi,1,0,CN,CN
14161,WE,IG,1,0,CN,CN
14156,IG,RYL,1,0,CN,CN
14154,IG,LM,1,0,CN,CN
14148,IG,WOA,1,0,CN,CN
14145,IG,PE,1,0,CN,CN
14141,IG,Wayi,1,0,CN,CN
14134,WE,IG,0,1,CN,CN
14130,IG,RYL,0,1,CN,CN
14126,IG,LM,1,0,CN,CN
14121,IG,WOA,1,0,CN,CN
14117,IG,PE,1,0,CN,CN
14113,IG,Wayi,1,0,CN,CN
14106,WE,IG,0,1,CN,CN
14102,IG,RYL,1,0,CN,CN
14098,IG,LM,1,0,CN,CN
14093,IG,WOA,1,0,CN,CN
13859,IG,PE,1,0,CN,CN
20506,M5,IG,2,0,RU,CN
20478,AZF,IG,1,0,KR,CN
12676,IG,Newbee（原）,2,0,CN,
1669,WIN,Anarchy,1,2,KR,
27790,YM,LGD,0,3,CN,CN
27788,LGD,GT,3,0,CN,CN
22800,LGD,SS,1,2,CN,CN
22793,LGD,IM,1,2,CN,CN
22774,LGD,RNG,0,2,CN,CN
22770,NewBee,LGD,2,1,CN,CN
22760,VG,LGD,0,2,CN,CN
22757,WE,LGD,2,0,CN,CN
22754,QG,LGD,2,0,CN,CN
22745,GT,LGD,2,1,CN,CN
22737,RNG,LGD,2,0,CN,CN
22731,SS,LGD,0,2,CN,CN
22712,IM,LGD,2,1,CN,CN
22203,LGD,SS,2,1,CN,CN
21648,LGD,SS,2,0,CN,CN
19974,Newbee,LGD,1,3,CN,CN
17302,LGD,RNG,1,2,CN,CN
17299,LGD,WE,2,1,CN,CN
17295,LGD,VG,2,0,CN,CN
17286,IM,LGD,2,0,CN,CN
17271,Newbee,LGD,2,1,CN,CN
18577,RYL,LGD,1,0,CN,CN
18554,LGD,RYL,0,1,CN,CN
17261,SAT,LGD,0,2,CN,CN
17253,GT,LGD,2,0,CN,CN
17249,SS,LGD,0,2,CN,CN
17238,RNG,LGD,2,0,CN,CN
17232,WE,LGD,2,1,CN,CN
17226,VG,LGD,2,0,CN,CN
17223,LGD,IM,0,2,CN,CN
15722,VG,LGD,3,1,CN,CN
13577,SS,LGD,1,2,CN,CN
13572,M3,LGD,0,2,CN,CN
13565,WE,LGD,0,2,CN,CN
13556,GT,LGD,1,2,CN,CN
13551,Newbee,LGD,0,2,CN,CN
13543,LGD,SAT,2,0,CN,CN
13536,LGD,VG,2,0,CN,CN
13519,LGD,RNG,0,2,CN,CN
13511,LGD,GT,2,0,CN,CN
13505,LGD,M3,0,2,CN,CN
13499,LGD,WE,0,2,CN,CN
13492,LGD,SS,1,2,CN,CN
13486,LGD,Newbee,0,2,CN,CN
12682,VG,LGD,2,1,CN,CN
12896,TSM,LGD,2,0,US,CN
12468,LGD,TSM,1,0,CN,US
12464,LGD,KT,0,1,CN,KR
12435,LGD,TSM,0,1,CN,US
12413,LGD,KT,0,1,CN,KR
12289,LGD,Newbee,3,2,CN,CN
12284,SS,LGD,1,3,CN,CN
12282,LGD,VG,3,1,CN,CN
2546,LGD,VG,1,1,CN,CN
2526,LGD,KNG,1,1,CN,CN
2520,LGD,WE,2,0,CN,CN
2511,M3,LGD,0,2,CN,CN
2507,SS,LGD,1,1,CN,CN
2490,LGD,RNG,2,0,CN,CN
10690,LGD,Newbee,3,1,CN,CN
2485,LGD,Newbee,1,1,CN,CN
2483,UP,LGD,1,1,CN,CN
2467,VG,LGD,2,0,CN,CN
2461,KNG,LGD,1,1,CN,CN
10678,LGD,OMD,3,0,CN,CN
2446,LGD,SS,0,2,CN,CN
2444,WE,LGD,0,2,CN,CN
2439,LGD,M3,1,1,CN,CN
2435,LGD,UP,1,1,CN,CN
2427,RNG,LGD,1,1,CN,CN
2419,Newbee,LGD,2,0,CN,CN
1061,SS,LGD,0,3,CN,CN
1044,LGD,Gamtee,1,1,CN,CN
1043,VG,LGD,1,1,CN,CN
1033,KNG,LGD,1,1,CN,CN
1027,WE,LGD,1,1,CN,CN
1019,LGD,M3,1,1,CN,CN
1012,LGD,SS,1,1,CN,CN
997,RYL,LGD,0,2,CN,CN
992,EP,LGD,1,1,,CN
985,LGD,Gamtee,1,1,CN,CN
974,VG,LGD,0,2,CN,CN
968,KNG,LGD,2,0,CN,CN
953,LGD,SS,1,1,CN,CN
950,WE,LGD,0,2,CN,CN
947,LGD,M3,2,0,CN,CN
934,RYL,LGD,0,2,CN,CN
926,EP,LGD,0,2,,CN
1797,RYL,LGD,2,0,CN,CN
1792,RYL,LGD,3,0,CN,CN
1784,WE,LGD,0,2,CN,CN
1781,LGD,Young Glory,2,0,CN,CN
1767,LGD,WEA,1,1,CN,CN
1763,LGD,RYL,0,2,CN,CN
1756,WE,LGD,2,0,CN,CN
1753,LGD,Young Glory,1,1,CN,CN
1739,LGD,WEA,2,0,CN,CN
1735,LGD,RYL,1,1,CN,CN
1725,Positive Energy,LGD,1,1,CN,CN
1720,WE,LGD,2,0,CN,CN
1715,RYL,LGD,1,1,CN,CN
1703,EP,LGD,1,1,,CN
1697,Positive Energy,LGD,0,2,CN,CN
1691,RYL,LGD,0,2,CN,CN
1685,WE,LGD,0,2,CN,CN
1675,EP,LGD,2,0,,CN
1779,WEA,Young Glory,2,0,CN,CN
1773,RYL,WEA,1,1,CN,CN
1764,WE,WEA,2,0,CN,CN
1751,WEA,Young Glory,1,1,CN,CN
1745,RYL,WEA,2,0,CN,CN
1736,WE,WEA,2,0,CN,CN
1564,INV,TRC,0,1,EU,EU
1566,TRC,SKP,0,1,EU,EU
1646,NBS,JAF,2,0,KR,KR
1645,KT,JAF,1,1,KR,KR
1618,JAF,KT,0,2,KR,KR
1614,NBS,JAF,2,0,KR,KR
21856,BBQ,CJE,2,0,KR,KR
16990,KT,CJE,2,0,KR,KR
16987,BBQ,CJE,1,2,KR,KR
16977,CJE,SKT,1,2,KR,KR
16971,AFs,CJE,2,1,KR,KR
16963,CJE,LZ,0,2,KR,KR
16958,CJE,MVP,1,2,KR,KR
16944,CJE,KT,1,2,KR,KR
16940,MVP,CJE,2,0,KR,KR
16920,LZ,CJE,1,2,KR,KR
16918,CJE,AFs,0,2,KR,KR
16914,SKT,CJE,2,0,KR,KR
16906,CJE,BBQ,0,2,KR,KR
14682,AFs,CJE,2,0,KR,KR
14675,CJE,KT,0,2,KR,KR
14668,SKT,CJE,2,0,KR,KR
14656,LZ,CJE,1,2,KR,KR
13902,KT,CJE,2,1,KR,KR
13896,AFs,CJE,1,2,KR,KR
13889,CJE,LZ,2,1,KR,KR
13864,CJE,SKT,0,2,KR,KR
12761,CJE,BBQ,0,3,KR,KR
12759,KT,CJE,1,2,KR,KR
12765,Winners,CJE,1,2,KR,KR
11059,Anarchy,CJE,0,2,,KR
11054,SKT,CJE,1,2,KR,KR
11039,CJE,KT,1,2,KR,KR
2390,CJE,SKT,0,2,KR,KR
2373,KT,CJE,1,2,KR,KR
2367,CJE,Anarchy,2,1,KR,
922,CJE,SKT,2,3,KR,KR
903,CJE,KT,2,1,KR,KR
896,CJE,SKT,0,2,KR,KR
875,KT,CJE,1,2,KR,KR
869,SKT,CJE,0,2,KR,KR
1649,SSW,CJE,2,0,KR,KR
1612,CJE,IM1,2,0,KR,KR
1611,SSW,CJE,2,0,KR,KR
1608,CJE,Midas FIO,2,0,KR,KR
27403,KT,MVP,3,0,KR,KR
22937,KT,LZ,2,0,KR,KR
22934,AFS,KT,1,2,KR,KR
22921,KT,MVP,1,2,KR,KR
22891,KT,BBQ,2,0,KR,KR
22858,SKT,KT,2,1,KR,KR
22854,KT,SKT,1,2,KR,KR
22840,MVP,KT,2,0,KR,KR
22825,KT,AFS,2,1,KR,KR
22822,LZ,KT,0,2,KR,KR
23651,BBQ,KT,0,2,KR,KR
19855,SKT,KT,2,3,KR,KR
16983,KT,BBQ,2,1,KR,KR
16979,KT,LZ,2,0,KR,KR
16969,KT,MVP,2,0,KR,KR
16956,SKT,KT,2,1,KR,KR
16950,AFs,KT,2,1,KR,KR
16935,BBQ,KT,0,2,KR,KR
16925,KT,AFs,2,0,KR,KR
16917,KT,SKT,0,2,KR,KR
16913,LZ,KT,1,2,KR,KR
16908,MVP,KT,0,2,KR,KR
15770,KT,SKT,0,3,KR,KR
14679,KT,SKT,2,0,KR,KR
14664,KT,AFs,1,2,KR,KR
14652,KT,LZ,2,0,KR,KR
13907,LZ,KT,1,2,KR,KR
13897,SKT,KT,2,0,KR,KR
13865,AFs,KT,0,2,KR,KR
12755,KT,CTU,2,1,KR,KR
12466,KT,TSM,1,0,KR,US
12415,KT,TSM,1,0,KR,US
12298,KT,SKT,0,3,KR,KR
11070,KT,Anarchy,2,1,KR,
11050,SKT,KT,2,1,KR,KR
2403,KT,SKT,0,2,KR,KR
2393,Anarchy,KT,1,2,,KR
900,SKT,KT,2,1,KR,KR
871,KT,SKT,0,2,KR,KR
1641,KT,NBS,0,2,KR,KR
1617,KT,NBS,1,1,KR,KR
1640,SKT,IM1,1,1,KR,KR
1610,IM1,Midas FIO,2,0,KR,KR
1609,SSW,IM1,2,0,KR,KR
1820,DoubleBuff,Azure Cats,0,2,US,US
17797,HKE,MSE,1,1,HK,TW
17794,MSE,XG,0,2,TW,TW
17792,JTM,MSE,2,0,TW,TW
17783,MSE,M17,1,1,TW,HK
17778,FW,MSE,2,0,TW,TW
17774,FB,MSE,0,2,TW,TW
17772,M17,MSE,1,1,HK,TW
17766,MSE,HKE,1,1,TW,HK
17763,MSE,JTM,0,2,TW,TW
27791,DAN,VG,3,1,CN,CN
27789,SS,VG,3,0,CN,CN
22802,VG,WE,0,2,CN,CN
22789,NewBee,VG,0,2,CN,CN
22784,QG,VG,2,0,CN,CN
22782,GT,VG,0,2,CN,CN
22773,VG,RNG,1,2,CN,CN
17758,XG,MSE,0,2,TW,TW
17751,MSE,FB,2,0,TW,TW
22787,SS,RNG,0,2,CN,CN
22780,SS,IM,2,0,CN,CN
22753,SS,VG,2,0,CN,CN
22742,VG,IM,0,2,CN,CN
22732,WE,VG,2,1,CN,CN
22726,VG,GT,2,0,CN,CN
22721,VG,QG,1,2,CN,CN
22716,VG,Newbee,2,1,CN,CN
20031,SS,VG,3,2,CN,CN
20023,SS,VG,2,0,CN,CN
19860,WE,VG,3,1,CN,CN
19859,GT,VG,1,3,CN,CN
17306,VG,WE,2,0,CN,CN
17300,IM,VG,0,2,CN,CN
17288,VG,RNG,1,2,CN,CN
